"image"	"max_pumps"	"pump_loop.thisRepN"	"pump_loop.thisTrialN"	"pump_loop.thisN"	"pump_loop.thisIndex"	"thisRow.t"	"notes"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"trials.started"	"stim_balloon.started"	"stim_balloon_burst.started"	"stim_balloon_burst.stopped"	"text_ballon_value.started"	"text_bank.started"	"mouse.started"	"sound_bang.started"	"sound_bang.stopped"	"button_balloon.started"	"trials.stopped"	"n_pumps"	"earnings"	"popped"	"mouse.x"	"mouse.y"	"mouse.leftButton"	"mouse.midButton"	"mouse.rightButton"	"mouse.time"	"button_balloon.numClicks"	"button_balloon.timesOn"	"button_balloon.timesOff"	"Feedback.started"	"text_feedback.started"	"Feedback.stopped"	"text_feedback.stopped"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...61"
NA	NA	NA	NA	NA	NA	NA	NA	0.03657050000038	0.0477237000013702	0.0477237000013702	0.036918700003298	26.5500326000001	"[0.7074074074074074]"	"[-0.41574074074074074]"	"[1]"	"[0]"	"[0]"	"[26.512542700002086]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	84	0	0	0	19	26.6162760000007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5562775000035	26.6162760000007	26.6162760000007	26.6162760000007	26.6162760000007	26.6162760000007	0.00798099999883561	0.00798099999883561	0.00798099999883561	26.6162760000007	45.3026841000028	12	0.6	FALSE	"[0.049074074074074076, 0.049074074074074076, 0.049074074074074076, 0.049074074074074076, 0.049074074074074076, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185]"	"[-0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[3.1776709999976447, 4.219231600000057, 5.027601899997535, 6.094653099997231, 7.377819599998475, 9.469816699998773, 10.478118799997901, 11.836423699998704, 12.75332889999845, 14.320252899997286, 16.328567900000053, 17.14529589999802, 18.745373599998857]"	13	"[3.131250000002183, 4.172807700000703, 4.981177400000888, 6.048226099999738, 7.331392200001574, 9.423414000000776, 10.431700799999817, 11.789999100001296, 12.70691060000172, 14.273832000002585, 16.282146900000953, 17.098874700001033, 18.69888440000068]"	"[3.2892413000008673, 4.347696900000301, 5.106259100000898, 6.19781040000089, 7.4562227000023995, 9.523000600001978, 10.54822520000016, 11.91483960000187, 12.848257000001468, 14.390090600001713, 16.398496500001784, 17.265352600003098, 18.69888870000068]"	45.3038870000019	45.3174676000017	46.8093539000001	NA	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	62	0	1	1	14	46.8259799000007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.8095310000026	46.8259799000007	46.8259799000007	46.8259799000007	46.8259799000007	46.8259799000007	0.00684259999979985	0.00684259999979985	0.00684259999979985	46.8259799000007	64.062248000002	15	0.75	FALSE	"[0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185]"	"[-0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.4005525000029593, 2.4424521000000823, 3.459227000003011, 4.525802400003158, 5.434444300000905, 6.267713100001856, 7.184433100002934, 8.109528300003149, 9.134462500001973, 10.084732200000872, 10.976340500001243, 11.926276000001963, 13.209877500001312, 14.711185300002398, 15.818368100000953, 17.251802200000384]"	16	"[1.397505099997943, 2.439411100000143, 3.4561842999974033, 4.522756099999242, 5.4314062999983435, 6.264666199997009, 7.173176299998886, 8.106484099997033, 9.131416299998818, 10.081684299999324, 10.973296099997242, 11.923227499999484, 13.206828200000018, 14.708304799998587, 15.815318899996782, 17.24868349999815]"	"[1.5556863999991037, 2.5557411999980104, 3.6058083999996597, 4.655891899998096, 5.58101059999899, 6.389350399997056, 7.306285999999091, 8.231160600000294, 9.289563599999383, 10.222985099997459, 11.131362299998727, 12.064761999998154, 13.373198899997078, 14.848314299997583, 15.94839409999986, 17.248687600000267]"	64.0631480000011	64.0688679000014	65.5608288000003	65.5856606000016	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	118	0	2	2	27	65.5856606000016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.5610074000033	65.5856606000016	65.5856606000016	65.5856606000016	65.5856606000016	65.5856606000016	-0.00094669999816687	-0.00094669999816687	-0.00094669999816687	65.5856606000016	77.1213079000008	16	0.8	FALSE	"[0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185]"	"[-0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.9255246000029729, 1.475560900002165, 2.1754472000029637, 2.8088447000009182, 3.392187700002978, 4.084098300001642, 4.7091711000030045, 5.292496900001424, 6.125863799999934, 6.692701500000112, 7.192531200002122, 7.792533600000752, 8.501059000001987, 9.076249400000961, 10.018086900003254, 10.651225300000078, 11.55941150000217]"	17	"[0.9136833999982628, 1.4637202000012621, 2.163601000000199, 2.7970019999993383, 3.3803404999998747, 4.072254399998201, 4.697325199998886, 5.280660000000353, 6.114022199999454, 6.680864300000394, 7.180692699999781, 7.780697099999088, 8.489213400000153, 9.064414600001328, 10.006241700000828, 10.63938639999833, 11.54750299999796]"	"[1.055028399998264, 1.5967481000006956, 2.306499199999962, 2.913542199999938, 3.521881199998461, 4.221943500000634, 4.821967299998505, 5.4386822000014945, 6.222327100000257, 6.813785199999984, 7.32212939999954, 7.905529899999237, 8.605565699999715, 9.230629599998792, 10.164157999999588, 10.780750999998418, 11.54750729999796]"	77.1222227000035	77.1281117000035	78.6200839000012	78.636619500001	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	123	0	3	3	28	78.636619500001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.620273200002	78.636619500001	78.636619500001	78.636619500001	78.636619500001	78.636619500001	-0.00075010000000474	-0.00075010000000474	-0.00075010000000474	78.636619500001	94.3727008000024	19	0.95	FALSE	"[0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185]"	"[-0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.2600044999999227, 1.8670830000010028, 2.442111299998942, 2.983995499998855, 3.6173954000005324, 4.167399199999636, 4.683986500000174, 5.258967900001153, 5.751027599999361, 6.292456099999981, 6.825905900001089, 7.517614600001252, 8.117494099999021, 9.092570599997998, 9.717674799998349, 10.276040599997941, 11.442777600001136, 12.48450899999807, 13.526390300001367, 15.751512300001195]"	20	"[1.2573364000018046, 1.8643190000002505, 2.439344300000812, 2.9812328000007255, 3.614629000003333, 4.164633900003537, 4.681221100003313, 5.2561964000015, 5.748266000002332, 6.289697800002614, 6.823139700001775, 7.51484320000236, 8.114730100001907, 9.089803800001391, 9.714906100001826, 10.273269700002857, 11.440012000002753, 12.481742200001463, 13.523623800003406, 15.748684600002889]"	"[1.4224781000011717, 2.0058158000028925, 2.547561000003043, 3.1308965000025637, 3.7559989000001224, 4.297659100000601, 4.806080199999997, 5.364469400003145, 5.889602900002501, 6.431178600003477, 6.964507700002287, 7.656234400001267, 8.239644799999951, 9.223159200002556, 9.873303600001236, 10.423116600002686, 11.598168700002134, 12.606601300001785, 13.673303400002624, 15.748688500003482]"	94.3737536000008	94.3793220000007	95.8713141000008	95.8794306000018	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	14	0	4	4	3	95.8794306000018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.8714954000025	95.8794306000018	95.8794306000018	95.8794306000018	95.8794306000018	95.8794306000018	0.00573649999932968	0.00573649999932968	0.00573649999932968	95.8794306000018	104.690338300003	15	0.7	TRUE	"[0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185, 0.05185185185185185]"	"[-0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0.8921467000000121, 1.450384200001281, 1.8922851999996055, 2.4003989000011643, 2.917318100000557, 3.4589648000001034, 4.175580300001457, 4.767259500000364, 5.300779000001057, 5.759062099998118, 6.317528200001107, 6.892561000000569, 7.434118599998328, 7.975796700000501, 8.684343799999624]"	15	"[0.8903241000007256, 1.4485569999997097, 1.890459300000657, 2.3985778000023856, 2.9154931000011857, 3.4571421000000555, 4.173751500002254, 4.765434400000231, 5.2989559000016015, 5.757232700001623, 6.315704299999197, 6.8907385999991675, 7.4322964000020875, 7.973969599999691, 8.682522600000084]"	"[1.0233883000000787, 1.5484900000010384, 2.006760000000213, 2.508185599999706, 3.0401827999994566, 3.548547900001722, 4.298568199999863, 4.890279300001566, 5.4152920000015, 5.882010799999989, 6.432061600000452, 7.040439600001264, 7.582143999999971, 8.115552300001582, 8.807208599999285]"	104.691139000002	104.7050595	106.196856100003	NA	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	27	0	5	5	6	106.213492000003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106.197033400003	106.213492000003	106.213492000003	106.213492000003	106.213492000003	106.213492000003	0.00713130000076489	0.00713130000076489	0.00713130000076489	106.213492000003	117.141137800001	12	0.6	FALSE	"[0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926]"	"[-0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.292233700001816, 1.9507850000009057, 2.6258268999990833, 3.2258422000013525, 3.775883400001476, 4.367586399999709, 5.1093294999991485, 5.817530700001953, 6.417600600001606, 7.167784699999174, 7.992904099999578, 8.659552200002508, 10.943174399999407]"	13	"[1.2864539000001969, 1.9450075999993715, 2.62004270000034, 3.2200656999993953, 3.7701001000023098, 4.361802200000966, 5.103549700001167, 5.8117483999994874, 6.4118247000005795, 7.162005400001362, 7.987122000002273, 8.653797700000723, 10.937329399999726]"	"[1.3945980999997118, 2.0946607000005315, 2.7530353000001924, 3.3281243999990693, 3.903116500001488, 4.478170999998838, 5.228256999998848, 5.911601100000553, 6.553333899999416, 7.303456300000107, 8.136753599999793, 8.795117500001652, 10.937333599998965]"	117.141917500001	117.147606100003	118.639566900001	118.656064800001	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	40	0	6	6	9	118.656064800001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118.639745500001	118.656064800001	118.656064800001	118.656064800001	118.656064800001	118.656064800001	-0.00093960000231163	-0.00093960000231163	-0.00093960000231163	118.656064800001	130.525303500002	13	0.65	FALSE	"[0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926]"	"[-0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.6336957000021357, 2.250584199999139, 2.7671264999989944, 3.284030700000585, 3.8673879000016314, 4.408908199999132, 5.050885600001493, 6.025691800001368, 6.759187999999995, 7.384108500002185, 8.025822600000538, 8.551133299999492, 9.435949900002015, 11.884608000000298]"	14	"[1.6305490999984613, 2.247437899997749, 2.7639861999996356, 3.2808890999986033, 3.8642524999995658, 4.405760900001042, 5.047735299998749, 6.022549199999048, 6.756042699998943, 7.380967500001134, 8.022670899998047, 8.547988700000133, 9.432968199998868, 11.881395000000339]"	"[1.7637503999976616, 2.3637806000006094, 2.8722606000010273, 3.3971970999991754, 3.997238899999502, 4.53897059999872, 5.189039099997899, 6.180748799997673, 6.914123300000938, 7.522509800000989, 8.139235099999496, 8.697569399999338, 9.564296900000045, 11.881398999998055]"	130.526082200002	130.531874900003	132.023830000002	132.040307200001	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	1	0	7	7	0	132.040307200001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.024006500003	132.040307200001	132.040307200001	132.040307200001	132.040307200001	132.040307200001	-0.00083729999823844	-0.00083729999823844	-0.00083729999823844	132.040307200001	133.5340474	2	0.05	TRUE	"[0.05925925925925926, 0.05925925925925926]"	"[-0.39166666666666666, -0.39166666666666666]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[0.7836907999990217, 1.3672494999991613]"	2	"[0.7747877000001608, 1.3583403000011458]"	"[0.9329459000000497, 1.4920171000012488]"	133.534622500003	133.540492900003	135.032603300002	135.048893400002	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
"balloon.png"	44	0	8	8	10	135.048893400002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.032816200001	135.048893400002	135.048893400002	135.048893400002	135.048893400002	135.048893400002	-0.00044560000242199	-0.00044560000242199	-0.00044560000242199	135.048893400002	147.042897400002	14	0.7	FALSE	"[0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926]"	"[-0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.6418320999982825, 1.5169071999989683, 2.283613499999774, 2.9005321000004187, 3.5669124999985797, 4.267131100001279, 4.983643200001097, 5.708881700000347, 6.4005660000002536, 7.13380909999978, 7.783843799999886, 8.434034300000349, 9.85919659999854, 11.075934500000585, 12.009123799998633]"	15	"[0.632110400001693, 1.5071896000008564, 2.2738921999989543, 2.890809200001968, 3.5571932999991986, 4.257412499999191, 4.973924199999601, 5.699160899999697, 6.390843600001972, 7.124090100001922, 7.774124899999151, 8.424314500000037, 9.849480299999414, 11.066215200000443, 11.999333100000513]"	"[0.765169700000115, 1.6235591000004206, 2.4319595000015397, 3.040388500001427, 3.682013100002223, 4.382101999999577, 5.083482699999877, 5.832201199998963, 6.557382700000744, 7.273932899999636, 7.907310000002326, 8.590711299999384, 9.999127300001419, 11.182559100001527, 11.999337299999752]"	147.0437289	147.049697900002	148.541729200002	148.5664646	NA	NA	NA	NA	NA	NA	NA	17	"01"	"2024-02-08_13h11.28.092"	"BART_exp"	"2023.2.3"	119.938447589502	"2024-02-08 13h11.45.024163 +0100"	NA
