"diceImage"	"d_number"	"dice_loop.thisRepN"	"dice_loop.thisTrialN"	"dice_loop.thisN"	"dice_loop.thisIndex"	"thisRow.t"	"notes"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"trial.started"	"box_dice.started"	"text_dice_header.started"	"text_gain.started"	"value_gain.started"	"text_bank.started"	"value_bank.started"	"img_dice_1.started"	"img_dice_2.started"	"img_dice_3.started"	"img_dice_4.started"	"img_dice_5.started"	"img_dice_6.started"	"img_dice_1_2.started"	"img_dice_3_4.started"	"img_dice_5_6.started"	"img_dice_1_2_3.started"	"img_dice_4_5_6.started"	"img_dice_1_2_3_4.started"	"img_dice_2_3_4_5.started"	"img_dice_3_4_5_6.started"	"text_value_header.started"	"text_value_1000.started"	"text_value_500.started"	"text_value_200.started"	"text_value_100.started"	"mouse_task.started"	"loss_sound.started"	"img_dice_throw_trials.started"	"img_dice_throw_trials.stopped"	"trial.stopped"	"mouse_task.x"	"mouse_task.y"	"mouse_task.leftButton"	"mouse_task.midButton"	"mouse_task.rightButton"	"mouse_task.time"	"choice"	"gain"	"gain_sound.started"	"gain_sound.stopped"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...75"
NA	NA	NA	NA	NA	NA	NA	NA	0.0389275000197813	0.0464177000103518	0.0464177000103518	0.039264400023967	32.7160707999719	"[0.6768518518518518]"	"[-0.37777777777777777]"	"[1]"	"[0]"	"[0]"	"[32.676242299959995]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_1.png"	1	0	0	0	0	32.7988093999447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.7209608999547	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	32.7988093999447	0.0228266000049189	1.89114600000903	34.6739371999865	36.240731799975	36.1934371999232	"[-0.09537037037037037, -0.09537037037037037, -0.09537037037037037, -0.09537037037037037]"	"[-0.23055555555555557, -0.23055555555555557, -0.23055555555555557, -0.23055555555555557]"	"[1, 0, 1, 1]"	"[0, 0, 0, 0]"	"[0, 1, 0, 0]"	"[1.3033632999286056, 1.8366947999456897, 2.778535999939777, 3.3300362000009045]"	3	-200	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_3.png"	3	0	1	1	2	36.240731799975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.1942702999804	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	36.240731799975	0.0183915999950841	0.846649499959312	37.1076164999977	38.6575723999413	38.6100584999658	"[-0.09537037037037037, -0.09537037037037037, -0.24351851851851852]"	"[-0.23055555555555557, -0.23055555555555557, -0.35555555555555557]"	"[1, 0, 1]"	"[0, 0, 0]"	"[0, 1, 0]"	"[0.3613306999905035, 0.8281397999962792, 1.7532232999801636]"	3	-200	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_4.png"	4	0	2	2	3	38.6575723999413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.6106000000145	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	38.6575723999413	0.018212000024505	NA	39.2744013000047	40.8494028999703	40.8019526000135	"[-0.24351851851851852, -0.24351851851851852]"	"[-0.35555555555555557, -0.35555555555555557]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.028911100002005696, 0.5703587000025436]"	4	100	0.588795899995603	2.12231170001905	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_5.png"	5	0	3	3	4	40.8494028999703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.8025082999375	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	40.8494028999703	0.0179601999698207	NA	41.5744462999282	43.1496707999613	43.1101041999646	"[0.08611111111111111, 0.08333333333333333]"	"[-0.36574074074074076, -0.3611111111111111]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.28715690004173666, 0.6790698000695556]"	4	100	0.697091900045052	2.2055507999612	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_2.png"	2	0	4	4	1	43.1496707999613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.1106361999409	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	43.1496707999613	0.0146344000240788	NA	44.8912509999936	46.4581161999376	46.410366899916	"[-0.5703703703703704, -0.5703703703703704]"	"[-0.34814814814814815, -0.34814814814814815]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.1909799999557436, 1.699319600011222]"	4	100	1.7141716000624	3.23113430000376	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_6.png"	6	0	5	5	5	46.4581161999376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.4109455000143	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	46.4581161999376	0.018235299969092	0.755726499948651	47.2414988999953	48.8082721999381	48.7690877999412	"[-0.21574074074074073, -0.21574074074074073, -0.23333333333333334]"	"[-0.36018518518518516, -0.36018518518518516, -0.3574074074074074]"	"[1, 0, 1]"	"[0, 0, 0]"	"[0, 1, 0]"	"[0.23701600008644164, 0.7370829000137746, 2.0540926000103354]"	4	-100	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_4.png"	4	1	0	6	3	48.8082721999381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.7696256999625	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	48.8082721999381	0.0147933999542147	NA	50.1083669000072	51.6502621999243	51.6112036999548	"[-0.10185185185185185, -0.10185185185185185]"	"[-0.25092592592592594, -0.25092592592592594]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.8324707000283524, 1.2573461000574753]"	3	200	1.27222169993911	2.77235620003194	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_1.png"	1	1	1	7	0	51.6502621999243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.6117638999131	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	51.6502621999243	0.0145295000402257	1.34700190008152	53.025239199982	54.6003440999193	54.5611034999602	"[0.03148148148148148, 0.03148148148148148, 0.05]"	"[-0.3416666666666667, -0.3416666666666667, -0.3416666666666667]"	"[1, 0, 1]"	"[0, 0, 0]"	"[0, 1, 0]"	"[0.8407178999623284, 1.3322999000083655, 2.8824021000182256]"	4	-100	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
"dice_6.png"	6	1	2	8	5	54.6003440999193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.5616596000036	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	54.6003440999193	0.0148859999608248	NA	55.1253879999276	56.6921650000149	56.6532596999314	"[0.05]"	"[-0.3416666666666667]"	"[0]"	"[0]"	"[1]"	"[0.47384560003411025]"	4	100	0.488872499903664	1.98901659995317	NA	NA	NA	NA	NA	NA	NA	20	"02"	"2024-02-14_11h46.04.274"	"GDT_exp"	"2023.2.3"	119.986513469066	"2024-02-14 11h46.14.056542 +0100"	NA
