diceImage	d_number	dice_loop.thisRepN	dice_loop.thisTrialN	dice_loop.thisN	dice_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trial.started	box_dice.started	text_dice_header.started	text_gain.started	value_gain.started	text_bank.started	value_bank.started	img_dice_1.started	img_dice_2.started	img_dice_3.started	img_dice_4.started	img_dice_5.started	img_dice_6.started	img_dice_1_2.started	img_dice_3_4.started	img_dice_5_6.started	img_dice_1_2_3.started	img_dice_4_5_6.started	img_dice_1_2_3_4.started	img_dice_2_3_4_5.started	img_dice_3_4_5_6.started	text_value_header.started	text_value_1000.started	text_value_500.started	text_value_200.started	text_value_100.started	mouse_task.started	gain_sound.started	img_dice_throw_trials.started	gain_sound.stopped	img_dice_throw_trials.stopped	trial.stopped	mouse_task.x	mouse_task.y	mouse_task.leftButton	mouse_task.midButton	mouse_task.rightButton	mouse_task.time	choice	gain	loss_sound.started	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.039653999730944633	0.05296160001307726	0.05296160001307726	0.039981100242584944	101.03547189990059	[0.7138888888888889]	[-0.40925925925925927]	[1]	[0]	[0]	[100.99489249987528]																																																	05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_2.png	2	0	0	0	1	101.11835049977526													101.04215869959444	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	101.11835049977526	0.024742200039327145	3.5745669999159873	104.6767247999087	5.07466259971261	106.25198129983619	106.21303909970447	"[-0.29259259259259257, -0.24814814814814815]"	"[-0.33796296296296297, -0.2537037037037037]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.8148272996768355, 3.5150229996070266]"	4	100									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_1.png	1	0	1	1	0	106.25198129983619													106.21384209999815	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	106.25198129983619	0.014803800266236067		107.677048899699		109.24373819958419	109.20460639987141	"[-0.2074074074074074, -0.08055555555555556]"	"[-0.35185185185185186, -0.3453703703703704]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.814673500135541, 1.3730190000496805]"	4	-100	1.3882309002801776								05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_6.png	6	0	2	2	5	109.24373819958419													109.2052203998901	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	109.24373819958419	0.014980699867010117	1.2387239998206496	110.51878909999505	2.7638687998987734	112.07723439997062	112.02973519964144	"[-0.1037037037037037, -0.07314814814814814]"	"[-0.23981481481481481, -0.18518518518518517]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.6567479004152119, 1.2236516000702977]"	3	200									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_4.png	4	0	3	3	3	112.07723439997062													112.03027169965208	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	112.07723439997062	0.01843909965828061	1.780536999925971	113.88568749977276	3.280739499721676	115.45265799993649	115.40495069976896	"[-0.26851851851851855, -0.2833333333333333]"	"[-0.14537037037037037, -0.0824074074074074]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.1950868000276387, 1.7617536997422576]"	2	500									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_5.png	5	0	4	4	4	115.45265799993649													115.40553489979357	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	115.45265799993649	0.017664900049567223		117.28589719999582		118.86106769973412	118.82179549988359	"[-0.4444444444444444, -0.3962962962962963]"	"[-0.24722222222222223, -0.1814814814814815]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.137591800186783, 1.7960594003088772]"	3	-200	1.8138593002222478								05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_3.png	3	0	5	5	2	118.86106769973412													118.82237129984424	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	118.86106769973412	0.01750659989193082	1.5889222999103367	120.47791290003806	3.1142249000258744	122.04457849962637	122.0003366000019	"[-0.22314814814814815, -0.24537037037037038]"	"[-0.3453703703703704, -0.2759259259259259]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.0213991003111005, 1.571026500314474]"	4	100									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_6.png	6	1	0	6	5	122.04457849962637													122.00093310000375	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	122.04457849962637	0.017910900060087442	2.060569600202143	124.12794419983402	3.585773200262338	125.69481100002304	125.64781099976972	"[-0.1, -0.11388888888888889]"	"[-0.2537037037037037, -0.17222222222222222]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.4840214001014829, 2.042225200217217]"	3	200									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_1.png	1	1	1	7	0	125.69481100002304													125.6483737998642	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	125.69481100002304	0.018458399921655655	3.7051564999856055	129.42007769970223	5.222017699852586	130.9701572000049	130.9311046996154	"[-0.4425925925925926, -0.42314814814814816]"	"[-0.23333333333333334, -0.14444444444444443]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[3.1280689002014697, 3.6864233002997935]"	3	200									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
dice_2.png	2	1	2	8	1	130.9701572000049													130.93168609961867	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	130.9701572000049	0.01483749970793724	2.155427999794483	133.15380449965596	3.6724122995510697	134.71209979988635	134.67305019963533	"[-0.22592592592592592, -0.2740740740740741]"	"[-0.3435185185185185, -0.2611111111111111]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.4906007000245154, 2.140378599986434]"	4	100									05	03	2024-01-31_16h02.32.012	GDT_exp	2023.2.3	119.94477772993852	2024-01-31 16h02.42.557972 +0100	
