image	max_pumps	pump_loop.thisRepN	pump_loop.thisTrialN	pump_loop.thisN	pump_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trials.started	stim_balloon.started	stim_balloon_burst.started	stim_balloon_burst.stopped	text_ballon_value.started	text_bank.started	mouse.started	sound_bang.started	sound_bang.stopped	button_balloon.started	trials.stopped	n_pumps	earnings	popped	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.time	button_balloon.numClicks	button_balloon.timesOn	button_balloon.timesOff	Feedback.started	text_feedback.started	text_feedback.stopped	Feedback.stopped	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.001629199949093163	0.006465899990871549	0.006465899990871549	0.0019073999719694257	52.03055099991616	[0.6537037037037037]	[-0.387037037037037]	[1]	[0]	[0]	[52.02797870000359]																																			34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	114	0	0	0	26	52.09403499995824													52.03745489998255	52.09403499995824	52.09403499995824	52.09403499995824	52.09403499995824	52.09403499995824	0.008684300002641976	0.008684300002641976	0.008684300002641976	52.09403499995824	60.44902869989164	17	0.85	False	"[-0.05185185185185185, -0.03888888888888889, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.049074074074074076, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185, -0.05185185185185185]"	"[-0.4305555555555556, -0.4074074074074074, -0.3972222222222222, -0.3972222222222222, -0.3972222222222222, -0.3972222222222222, -0.39814814814814814, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666, -0.39166666666666666]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.801792599959299, 2.1100125999655575, 2.4849036999512464, 2.8850047999294475, 3.2440225000027567, 3.5944846000056714, 3.884956300025806, 4.177365000010468, 4.4767815000377595, 4.777062600012869, 5.101798199932091, 5.493354600039311, 5.793618299998343, 6.226987199974246, 6.501911500003189, 7.0354340999620035, 7.476866599987261, 8.06860819994472, 8.41050220001489]"	18	"[2.0591749000595883, 2.4340698000742123, 2.8341606999747455, 3.193206900032237, 3.5436928999843076, 3.8341224000323564, 4.126626400044188, 4.425995700061321, 4.726400600047782, 5.050962800043635, 5.44251510000322, 5.74278209998738, 6.176158400019631, 6.451072000083514, 6.984598300070502, 7.426022800034843, 8.01776359998621, 8.35959750006441]"	"[2.1257711000507697, 2.533975400030613, 2.9173691000323743, 3.283994800061919, 3.6173712000017986, 3.9095258000306785, 4.242620200035162, 4.534115600050427, 4.8341485999990255, 5.1591450000414625, 5.517549099982716, 5.834191199974157, 6.292525600059889, 6.534237500047311, 7.092558800010011, 7.534367099986412, 8.151091800071299, 8.359601599979214]"	60.450454699923284	60.46062539995182	61.96309029997792	61.947656699921936								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	14	0	1	1	3	61.96309029997792													61.94788169988897	61.96309029997792	61.96309029997792	61.96309029997792	61.96309029997792	61.96309029997792	-0.0009244000539183617	-0.0009244000539183617	-0.0009244000539183617	61.96309029997792	64.66642649995629	15	0.70	True	"[-0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296, -0.03796296296296296]"	"[-0.40925925925925927, -0.40925925925925927, -0.40925925925925927, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815, -0.4064814814814815]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0.25024890003260225, 0.4334684000350535, 0.6000419000629336, 0.7585055000381544, 0.9418141000205651, 1.0420892999973148, 1.1752066999906674, 1.3087530999910086, 1.4500806999858469, 1.5834290999919176, 1.8254663000116125, 2.0001832999987528, 2.125837199972011, 2.3003580999793485, 2.6255546000320464]"	15	"[0.2401835999917239, 0.42338279995601624, 0.5899619000265375, 0.7484234999865294, 0.9317348999902606, 1.032019800040871, 1.165116299991496, 1.2986672000261024, 1.4399909999920055, 1.5733380999881774, 1.8153764000162482, 1.9900952000170946, 2.115761599969119, 2.2902800999581814, 2.6154998999554664]"	"[0.35650320001877844, 0.47463640000205487, 0.6315927000250667, 0.8232347000157461, 0.9816079000011086, 1.11494700005278, 1.2565817999420688, 1.3732099999906495, 1.498465499957092, 1.6232227999716997, 1.8899473999626935, 2.0487421000143513, 2.2232685999479145, 2.398787399986759, 2.6987190999789163]"	64.66735639993567	64.67505029996391	66.17302170000039	66.16462199995294								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	127	0	2	2	29	66.17302170000039													66.16484339989256	66.17302170000039	66.17302170000039	66.17302170000039	66.17302170000039	66.17302170000039	-0.0008330999407917261	-0.0008330999407917261	-0.0008330999407917261	66.17302170000039	69.76616399991326	14	0.70	False	"[-0.08148148148148149, -0.07037037037037037, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445]"	"[-0.34629629629629627, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3814814814814815]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.32497919991146773, 0.6585832999553531, 0.8170169999357313, 0.9834295999025926, 1.1500691999681294, 1.3083338999422267, 1.4669423999730498, 1.6337975999340415, 1.8250842000124976, 1.983488900004886, 2.13352869998198, 2.3169013999868184, 2.525128599954769, 2.766954499995336, 3.1668949999148026, 3.6002682999242097]"	15	"[0.655423799995333, 0.8138780000153929, 0.9802473000017926, 1.1468885000795126, 1.3051493000239134, 1.4637540000258014, 1.6306273000082, 1.8218945000553504, 1.9803166000638157, 2.130364299984649, 2.3137137000449, 2.5219411000143737, 2.7637719999765977, 3.1637164000421762, 3.5970234000124037]"	"[0.7300855000503361, 0.9216552000725642, 1.080192800029181, 1.2301662999670953, 1.4050594000145793, 1.5635021000634879, 1.7217180000152439, 1.8802268999861553, 2.0550880000228062, 2.230264600017108, 2.4136717000510544, 2.605123999994248, 2.8636592000257224, 3.2719498000806198, 3.5970278000459075]"	69.76703499990981	69.77260639995802	71.27289339993149	71.25659709994216								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	53	0	3	3	12	71.27289339993149													71.25681019993499	71.27289339993149	71.27289339993149	71.27289339993149	71.27289339993149	71.27289339993149	0.005946999997831881	0.005946999997831881	0.005946999997831881	71.27289339993149	74.80099019990303	16	0.80	False	"[-0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445]"	"[-0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.2929570999694988, 0.45848020003177226, 0.608653899980709, 0.7502463000128046, 0.900872900034301, 1.0334060000022873, 1.2003290000138804, 1.3502966000232846, 1.508839900023304, 1.6501302999677137, 1.8000823999755085, 1.9593015999998897, 2.116988099995069, 2.2667775000445545, 2.433476599981077, 3.2753177999984473, 3.542319200001657]"	17	"[0.2906854000175372, 0.45621710002887994, 0.6063865000614896, 0.7479823000030592, 0.8988129000645131, 1.0311350000556558, 1.1980608000885695, 1.3480245000682771, 1.5065724999876693, 1.6478533000918105, 1.7978070999961346, 1.957042400026694, 2.114730800036341, 2.264507199986838, 2.431203700019978, 3.273122000042349, 3.540168600040488]"	"[0.34765080001670867, 0.5309976000571623, 0.6894749000202864, 0.8394843999994919, 0.989520600065589, 1.1310349000850692, 1.2977234000572935, 1.4564661000622436, 1.6065127000911161, 1.714461600058712, 1.8810483000706881, 2.0310634000925347, 2.190085200010799, 2.38111200009007, 2.531126399990171, 3.3562738000182435, 3.540175799978897]"	74.80214970000088	74.80628689995501	76.2980521999998	76.290228299913								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	10	0	4	4	2	76.2980521999998													76.29044489993248	76.2980521999998	76.2980521999998	76.2980521999998	76.2980521999998	76.2980521999998	0.004320899955928326	0.004320899955928326	0.004320899955928326	76.2980521999998	78.45060159999412	11	0.50	True	"[-0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445, -0.06944444444444445]"	"[-0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074, -0.3824074074074074]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0.341887200018391, 0.5085987000493333, 0.6836823000339791, 0.8669781000353396, 1.0584283000789583, 1.2098442000569776, 1.3671689999755472, 1.533762100036256, 1.7170874000294134, 1.87539350008592, 2.0835477000800893]"	11	"[0.33955729997251183, 0.5062746999319643, 0.6813640999607742, 0.8646575999446213, 1.0560886999592185, 1.2076743999496102, 1.3650910999858752, 1.531436000019312, 1.714767099940218, 1.873071699985303, 2.0812163999071345]"	"[0.43098109995480627, 0.6226329000201076, 0.7810680000111461, 0.9644302999367937, 1.1393145999172702, 1.297776099992916, 1.464607200003229, 1.6478276000125334, 1.7893712999066338, 1.9893740999978036, 2.14776899991557]"	78.45142259995919	78.45653509988915	79.94862109993119	79.9405580998864								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	97	0	5	5	22	79.94862109993119													79.94077379989903	79.94862109993119	79.94862109993119	79.94862109993119	79.94862109993119	79.94862109993119	0.0052776000229641795			79.94862109993119	84.18405279994477	16	0.80	False	"[-0.03611111111111111, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035, -0.037037037037037035]"	"[-0.4046296296296296, -0.4027777777777778, -0.4, -0.4, -0.4, -0.3990740740740741, -0.39814814814814814, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.3416674999753013, 0.5249670998891816, 0.7003407999873161, 0.858623499982059, 1.0335006999084726, 1.1835951999528334, 1.3504057999234647, 1.5504005999537185, 1.7839059999678284, 2.0252952999435365, 2.241938199964352, 2.4918083999073133, 2.7338711998891085, 2.9836184999439865, 3.28412169998046, 3.6839408999076113, 4.242177899926901]"	17	"[0.3391725999535993, 0.5224398999707773, 0.6978280999464914, 0.856100199976936, 1.0227138999616727, 1.1810647000093013, 1.3478791000088677, 1.5478808999760076, 1.7813784000463784, 2.02277140005026, 2.2394103000406176, 2.4892895000521094, 2.731357099954039, 2.981192799983546, 3.281706799985841, 3.6815801999764517, 4.23959290003404]"	"[0.43904199998360127, 0.6056875999784097, 0.7724868999794126, 0.93908509996254, 1.10579299996607, 1.2725299999583513, 1.447696499992162, 1.6557854999555275, 1.855885999975726, 2.1149167000548914, 2.3557872000383213, 2.589137400034815, 2.831393099972047, 3.0643904999597, 3.38103669998236, 3.755916599999182, 4.23959739995189]"	84.18503619998228	84.19025210000109	85.68302129989024	85.67421779991128								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	44	0	6	6	10	85.68302129989024													85.67443079990335	85.68302129989024	85.68302129989024	85.68302129989024	85.68302129989024	85.68302129989024	0.005341700045391917	0.005341700045391917	0.005341700045391917	85.68302129989024	89.0423971998971	10	0.50	False	"[-0.06018518518518518, -0.05925925925925926, -0.05925925925925926, -0.05925925925925926, -0.05925925925925926, -0.05925925925925926, -0.058333333333333334, -0.058333333333333334, -0.058333333333333334, -0.058333333333333334, -0.058333333333333334]"	"[-0.36944444444444446, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035, -0.37037037037037035]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.5350104999961331, 0.8166864999802783, 1.025150900008157, 1.2585739999776706, 1.4667717999545857, 1.675175299984403, 1.883697499986738, 2.216790199978277, 2.508807300007902, 3.0168774999910966, 3.366879399982281]"	11	"[0.5318856000667438, 0.8135538999922574, 1.0220206000376493, 1.2554422999965027, 1.4636431999970227, 1.6720455000177026, 1.880572900059633, 2.2136633000336587, 2.5057139999698848, 3.0137540999567136, 3.363685499993153]"	"[0.6301109000341967, 0.9052698999876156, 1.1219479000428692, 1.3467165000038221, 1.5552320999559015, 1.7635578999761492, 1.9802229000488296, 2.322061000042595, 2.596974099986255, 3.0887737000593916, 3.3636901000281796]"	89.04320249997545	89.04899579996709	90.54097249999177	90.53310939995572								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	62	0	7	7	14	90.54097249999177													90.53332829999272	90.54097249999177	90.54097249999177	90.54097249999177	90.54097249999177	90.54097249999177	0.005858000018633902	0.005858000018633902	0.005858000018633902	90.54097249999177	95.39324729994405	17	0.85	False	"[-0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294, -0.046296296296296294]"	"[-0.3712962962962963, -0.3712962962962963, -0.3712962962962963, -0.3712962962962963, -0.3712962962962963, -0.3712962962962963, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.28386609989684075, 0.4417160999728367, 0.7581937999930233, 0.9748388999141753, 1.1295422998955473, 1.312784899957478, 1.571195499971509, 1.80160749994684, 2.0003138999454677, 2.2085234998958185, 2.4165532999904826, 2.6085263999411836, 2.799898299970664, 3.0585924999322742, 3.3417169000022113, 3.7682230999926105, 4.308428399963304, 4.85875729995314]"	18	"[0.28159629995934665, 0.4394295000238344, 0.7559089999413118, 0.9725490999408066, 1.1272678000386804, 1.3104991000145674, 1.5689313999610022, 1.7994948000414297, 1.9983009999850765, 2.2062682999530807, 2.414303599973209, 2.606255999999121, 2.7976094000041485, 3.056309700012207, 3.3394330999581143, 3.7662151999538764, 4.3061371999792755, 4.856439299997874]"	"[0.3815080999629572, 0.6724177999421954, 0.8647422000067309, 1.0392108999658376, 1.226968599949032, 1.4268530999543145, 1.6811304000439122, 1.8976290000136942, 2.0976272999541834, 2.2892638000193983, 2.489290999947116, 2.6808649000013247, 2.872617600020021, 3.164207199937664, 3.4475682999473065, 3.872683099936694, 4.464517800020985, 4.856443800032139]"	95.39419709995855	95.39935519988649	96.89127209992148	96.88332619995344								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
balloon.png	66	0	8	8	15	96.89127209992148													96.88355169992428	96.89127209992148	96.89127209992148	96.89127209992148	96.89127209992148	96.89127209992148	0.005295700044371188	0.005295700044371188	0.005295700044371188	96.89127209992148	100.727609799942	17	0.85	False	"[-0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664, -0.041666666666666664]"	"[-0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.4251345000229776, 0.58351390005555, 0.7420179999899119, 0.8836382000008598, 1.1752170999534428, 1.3254638999933377, 1.500335399992764, 1.6588201000122353, 1.8253920000279322, 1.9919911000179127, 2.1668083999538794, 2.342072800034657, 2.550222699996084, 2.750189400045201, 2.966894799959846, 3.1835687999846414, 3.533819100004621, 3.8427920000394806]"	18	"[0.4227245000656694, 0.5810951000312343, 0.7396113000577316, 0.8812258000252768, 1.1728086000075564, 1.323069900041446, 1.4979450000682846, 1.6564302999759093, 1.8229748000157997, 1.9895858999807388, 2.16438690002542, 2.339663799968548, 2.5478080000029877, 2.7477768000680953, 2.9644771000603214, 3.1811532999854535, 3.5314060000237077, 3.8403583000181243]"	"[0.5059254000661895, 0.6726685999892652, 0.8309512999840081, 1.0976277999579906, 1.2726858999812976, 1.4309776000445709, 1.572773199994117, 1.7561242000665516, 1.9143286000471562, 2.089493600069545, 2.2561854000668973, 2.4229554999619722, 2.63107470003888, 2.8476829000283033, 3.047697199974209, 3.239950399962254, 3.6313417999772355, 3.8403628000523895]"	100.7285877999384	100.73312649992295	102.22483749990351	102.21702679991722								34	02	2024-02-27_11h16.58.257	BART_exp	2023.2.3	122.52484508976019	2024-02-27 11h17.07.309930 +0100	
