"image"	"max_pumps"	"pump_loop.thisRepN"	"pump_loop.thisTrialN"	"pump_loop.thisN"	"pump_loop.thisIndex"	"thisRow.t"	"notes"	"Welcome.started"	"text_welcome.started"	"mouse_welcome.started"	"continue_welcome.started"	"Welcome.stopped"	"mouse_welcome.x"	"mouse_welcome.y"	"mouse_welcome.leftButton"	"mouse_welcome.midButton"	"mouse_welcome.rightButton"	"mouse_welcome.time"	"Demographics.started"	"text_demographics.started"	"mouse_demographics.started"	"text_age_demographics.started"	"text_age_input.started"	"text_gender_demographics.started"	"slider_gender.started"	"continue_demographics.started"	"Demographics.stopped"	"mouse_demographics.x"	"mouse_demographics.y"	"mouse_demographics.leftButton"	"mouse_demographics.midButton"	"mouse_demographics.rightButton"	"mouse_demographics.time"	"text_age_input.text"	"slider_gender.response"	"slider_gender.rt"	"Instructions.started"	"text_instructions_center.started"	"text_right_instruction.started"	"mouse_instructions.started"	"continue_instructions.started"	"back_instructions.started"	"back_instructions.stopped"	"stim_balloon_instructions.started"	"stim_balloon_instructions.stopped"	"stim_balloon_burst_instructions.started"	"stim_balloon_burst_instructions.stopped"	"text_balloon_value_instructions.started"	"text_bank_value_instructions.started"	"marker_balloon_value.started"	"marker_balloon_value.stopped"	"marker_bank_value.started"	"marker_bank_value.stopped"	"button_balloon_instructions.started"	"button_balloon_instructions.stopped"	"Instructions.stopped"	"mouse_instructions.x"	"mouse_instructions.y"	"mouse_instructions.leftButton"	"mouse_instructions.midButton"	"mouse_instructions.rightButton"	"mouse_instructions.time"	"button_balloon_instructions.numClicks"	"button_balloon_instructions.timesOn"	"button_balloon_instructions.timesOff"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"Test_trials.started"	"stim_balloon.started"	"stim_balloon_burst.started"	"stim_balloon_burst.stopped"	"text_ballon_value.started"	"text_bank.started"	"mouse.started"	"sound_bang.started"	"sound_bang.stopped"	"button_balloon.started"	"Test_trials.stopped"	"n_pumps"	"earnings"	"popped"	"mouse.x"	"mouse.y"	"mouse.leftButton"	"mouse.midButton"	"mouse.rightButton"	"mouse.time"	"button_balloon.numClicks"	"button_balloon.timesOn"	"button_balloon.timesOff"	"Feedback.started"	"text_feedback.started"	"text_feedback.stopped"	"Feedback.stopped"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...119"
NA	NA	NA	NA	NA	NA	NA	NA	0.00147829999991699	0.00768029999994723	0.00177740000003723	0.00768029999994723	14.6010211	"[0.6962962962962963]"	"[-0.3888888888888889]"	"[1]"	"[0]"	"[0]"	"[14.465466099999958]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.6010979999999	14.6244219	0.00644899999997505	14.6244219	14.6244219	14.6244219	14.6244219	14.6244219	24.8133298999999	"[-0.43333333333333335, 0.6731481481481482]"	"[-0.20555555555555555, -0.4111111111111111]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[8.838060899999846, 10.063420199999882]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	"Weiblich"	9.03991010000004	24.8134192999999	24.8447535999999	24.8447535999999	0.00157130000002325	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	24.8447535999999	93.792156	"[0.6324074074074074, 0.05462962962962963, 0.7203703703703703, 0.7203703703703703, 0.6962962962962963, 0.6962962962962963, 0.6962962962962963]"	"[-0.37407407407407406, -0.3574074074074074, -0.41203703703703703, -0.41203703703703703, -0.3925925925925926, -0.3990740740740741, -0.3990740740740741]"	"[1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[8.581228900000042, 23.89280439999993, 25.357678999999962, 31.31885740000007, 42.94940999999994, 59.36718110000015, 68.77187290000006]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	93.7923016	93.7975104	93.7975104	0.00041150000015477	97.6151476	"[0.6962962962962963]"	"[-0.3990740740740741]"	"[1]"	"[0]"	"[0]"	"[3.821980100000019]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
"balloon.png"	33	0	0	0	1	97.6496993999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.6293257	97.6496993999999	97.6496993999999	97.6496993999999	97.6496993999999	97.6496993999999	0.0159992000001239	0.0159992000001239	0.0159992000001239	97.6496993999999	102.4586142	7	0.35	FALSE	"[0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 1]"	"[1.3776381000000129, 2.111227000000099, 2.3279368000000886, 2.6193095999999514, 3.0111824000000524, 3.3198359000000437, 4.128518299999996, 4.828040500000043]"	8	"[1.3633078000000296, 2.096925800000008, 2.313637100000051, 2.6049889999999323, 2.9968544999999267, 3.305562999999893, 4.114218700000038, 4.813687699999946]"	"[1.5298738999999841, 2.2133217999999033, 2.4299508999999944, 2.705214500000011, 3.1215866000000005, 3.405072999999902, 4.2305988999999045, 4.813694499999883]"	102.4598245	102.4697869	103.9686644	103.9589121	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
"balloon.png"	1	0	1	1	0	103.9686644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	103.9595483	103.9686644	103.9686644	103.9686644	103.9686644	103.9686644	0.00137259999996786	0.00137259999996786	0.00137259999996786	103.9686644	105.7754953	2	0.05	TRUE	"[0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[1.4411980999998377, 1.6559434999999212]"	2	"[1.437378200000012, 1.6521337000001495]"	"[1.543614899999966, 1.8020525000001726]"	105.7761247	105.7830911	107.2891504	107.2738919	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
"balloon.png"	96	0	2	2	3	107.2891504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107.2741163	107.2891504	107.2891504	107.2891504	107.2891504	107.2891504	-0.00027420000014899	-0.00027420000014899	-0.00027420000014899	107.2891504	111.3754463	4	0.2	FALSE	"[0.05, 0.05, 0.05, 0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 1]"	"[0.9583853000001454, 1.9751986999999644, 3.0004100000001017, 3.666778400000112, 4.100187400000095]"	5	"[0.9489051000000472, 1.9657236000000466, 2.9909536000000116, 3.657310999999936, 4.090641600000026]"	"[1.0488064999999551, 2.0903032999999596, 3.149305800000093, 3.77387130000011, 4.0906465999999]"	111.3761458	111.3819067	112.8760842	112.8679582	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
"balloon.png"	64	0	3	3	2	112.8760842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112.8685632	112.8760842	112.8760842	112.8760842	112.8760842	112.8760842	9.60000011218654e-06	9.60000011218654e-06	9.60000011218654e-06	112.8760842	115.8426485	5	0.25	FALSE	"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 1]"	"[0.7474077000001671, 1.0310592000000725, 1.2810101000000031, 1.856204200000093, 2.46449900000016, 2.972863299999972]"	6	"[0.7450857999999698, 1.0287413999999444, 1.278689100000065, 1.8538906999999654, 2.462209199999961, 2.9704815000000053]"	"[0.8619427999999516, 1.1617209999999432, 1.4117521999999099, 1.986911199999895, 2.5870279999999184, 2.9704865999999583]"	115.8434247	115.848879	117.3443588	117.3328467	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
"balloon.png"	127	0	4	4	4	117.3443588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.333075	117.3443588	117.3443588	117.3443588	117.3443588	117.3443588	0.0010099999999511	0.0010099999999511	0.0010099999999511	117.3443588	120.743409	6	0.3	FALSE	"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 1]"	"[1.0167994999999337, 1.308774699999958, 1.9259216999998898, 2.1758270999998786, 2.392510399999992, 2.8835467999999764, 3.4087920999998005]"	7	"[1.0114200999998957, 1.3034210999999232, 1.920564000000013, 2.170490799999925, 2.387168999999858, 2.8781660999998167, 3.403406700000005]"	"[1.1612872999999126, 1.45317399999999, 2.027987499999881, 2.2446727999999894, 2.4946592999999666, 3.0033445999999913, 3.403414699999985]"	120.7441685	120.7492451	122.2411668	122.2332222	NA	NA	NA	NA	NA	NA	NA	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122.233263	122.2411668	122.2411668	136.7178327	"space"	14.4724544000001	"None"	30	"01"	"2024-02-21_09h08.42.707"	"BART_trial"	"2023.2.3"	"None"	"2024-02-21 09h08.55.410582 +0100"	NA
