diceImage	d_number	dice_loop.thisRepN	dice_loop.thisTrialN	dice_loop.thisN	dice_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trial.started	box_dice.started	text_dice_header.started	text_gain.started	value_gain.started	text_bank.started	value_bank.started	img_dice_1.started	img_dice_2.started	img_dice_3.started	img_dice_4.started	img_dice_5.started	img_dice_6.started	img_dice_1_2.started	img_dice_3_4.started	img_dice_5_6.started	img_dice_1_2_3.started	img_dice_4_5_6.started	img_dice_1_2_3_4.started	img_dice_2_3_4_5.started	img_dice_3_4_5_6.started	text_value_header.started	text_value_1000.started	text_value_500.started	text_value_200.started	text_value_100.started	mouse_task.started	img_dice_throw_trials.started	img_dice_throw_trials.stopped	trial.stopped	mouse_task.x	mouse_task.y	mouse_task.leftButton	mouse_task.midButton	mouse_task.rightButton	mouse_task.time	choice	gain	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
dice_1.png	1	1	3	9	0	22.206624599988572													22.17419329995755	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	22.206624599988572	0.005822399980388582	22.72359479998704	24.266876699985005	24.232293999986723	"[-0.07583333333333334, -0.060833333333333336]"	"[-0.26166666666666666, -0.305]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.2379854000173509, 0.4664450000273064]"	3	-200								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_5.png	5	1	4	10	4	24.266876699985005													24.232983399997465	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	24.266876699985005	0.005898399977013469	24.81511490000412	26.388808300020173	26.341874999925494	"[0.05583333333333333, 0.08833333333333333]"	"[-0.1575, -0.22166666666666668]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.2247565999859944, 0.49414800002705306]"	2	500								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_2.png	2	1	5	11	1	26.388808300020173													26.342564099933952	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	26.388808300020173	0.01734360004775226	27.124425699934363	28.7029073999729	28.662764000007883	"[-0.06666666666666667, -0.06416666666666666]"	"[-0.25, -0.29833333333333334]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3432558999629691, 0.6661044999491423]"	3	-200								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_6.png	6	2	0	12	5	28.7029073999729													28.663467600010335	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	28.7029073999729	0.01119360001757741	29.519359500030987	31.094935499946587	31.05932599992957	"[0.15916666666666668, 0.26166666666666666]"	"[-0.0525, -0.22583333333333333]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.4405942000448704, 0.754104100051336]"	1	1000								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_5.png	5	2	1	13	4	31.094935499946587													31.06005880003795	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	31.094935499946587	0.006214999943040311	31.714816299965605	33.25602119998075	33.21870890003629	"[0.09916666666666667, 0.12083333333333333]"	"[-0.1525, -0.21166666666666667]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.2531678999075666, 0.5536294999765232]"	2	500								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_2.png	2	2	2	14	1	33.25602119998075													33.21946669998579	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	33.25602119998075	0.006477199960500002	33.980390499928035	35.535234199953265	35.49904899997637	"[0.11416666666666667, 0.12416666666666666]"	"[-0.14583333333333334, -0.20666666666666667]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3575548999942839, 0.6620321999071166]"	2	-500								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_4.png	4	2	3	15	3	35.535234199953265													35.49982549995184	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	35.535234199953265	0.006881100009195507	36.174530799966305	37.763312299968675	37.72151820000727	"[-0.04416666666666667, 0.08]"	"[-0.24416666666666667, -0.26916666666666667]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.28388560004532337, 0.5833539000013843]"	3	200								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_1.png	1	2	4	16	0	37.763312299968675													37.7223661999451	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	37.763312299968675	0.007533399970270693	38.98160679999273	40.562724499963224	40.51778909994755	"[-0.15916666666666668, -0.08]"	"[-0.03166666666666667, -0.13583333333333333]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.8482818000484258, 1.1469596000388265]"	1	-1000								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
dice_3.png	3	2	5	17	2	40.562724499963224													40.51868530001957	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	40.562724499963224	0.007648000027984381	41.417861499940045	42.92686609993689	42.92112960002851	"[-0.44333333333333336, -0.405]"	"[-0.041666666666666664, -0.11416666666666667]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.46242279990110546, 0.786456499947235]"	1	-1000								01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
																																																									42.92185990000144	42.92686609993689	42.92686609993689	45.67699539999012	space	2.7489943999098614	None	01	01	2023-12-13_13h39.09.972	GDT_exp	2023.2.2	None	2023-12-13 13h39.29.297531 +0100	
