diceImage	d_number	dice_loop.thisRepN	dice_loop.thisTrialN	dice_loop.thisN	dice_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trial.started	box_dice.started	text_dice_header.started	text_gain.started	value_gain.started	text_bank.started	value_bank.started	img_dice_1.started	img_dice_2.started	img_dice_3.started	img_dice_4.started	img_dice_5.started	img_dice_6.started	img_dice_1_2.started	img_dice_3_4.started	img_dice_5_6.started	img_dice_1_2_3.started	img_dice_4_5_6.started	img_dice_1_2_3_4.started	img_dice_2_3_4_5.started	img_dice_3_4_5_6.started	text_value_header.started	text_value_1000.started	text_value_500.started	text_value_200.started	text_value_100.started	mouse_task.started	loss_sound.started	img_dice_throw_trials.started	img_dice_throw_trials.stopped	trial.stopped	mouse_task.x	mouse_task.y	mouse_task.leftButton	mouse_task.midButton	mouse_task.rightButton	mouse_task.time	choice	gain	gain_sound.started	gain_sound.stopped	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.047062300000106916	0.05332020000059856	0.05332020000059856	0.04740169999968202	15.0466475000012	[0.687037037037037]	[-0.40555555555555556]	[1]	[0]	[0]	[14.998654900000474]																																																	16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_2.png	2	0	0	0	1	15.12934529999984													15.056857800000216	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	15.12934529999984	0.028044900000168127	2.7661960999994335	17.879557500000374	19.446323199999824	19.398988900000404	"[-0.07314814814814814, -0.07314814814814814]"	"[-0.2574074074074074, -0.2574074074074074]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.315144899999723, 2.706871799999135]"	3	-200										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_4.png	4	0	1	1	3	19.446323199999824													19.39979570000105	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	19.446323199999824	0.017784900001061033		20.63823390000107	22.21321540000099	22.17381320000095	"[-0.07314814814814814, -0.07314814814814814]"	"[-0.2574074074074074, -0.2574074074074074]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3457277999987127, 1.15364099999897]"	3	200	1.1717445000012958	2.7052240000011807								16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_5.png	5	0	2	2	4	22.21321540000099													22.174335400000928	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	22.21321540000099	0.014436400000704452	1.422432100000151	23.6799589000002	25.24674690000029	25.199280900000304	"[-0.262037037037037, -0.262037037037037]"	"[-0.15648148148148147, -0.15648148148148147]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.9841914999997243, 1.407936300000074]"	2	-500										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_6.png	6	0	3	3	5	25.24674690000029													25.199843500000497	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	25.24674690000029	0.018401899998934823	1.3804571999990003	26.655173500001183	28.213733700000375	28.16589759999988	"[-0.3055555555555556, -0.3055555555555556]"	"[-0.3537037037037037, -0.3537037037037037]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.8534923999995954, 1.3618509999996604]"	4	-100										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_3.png	3	0	4	4	2	28.213733700000375													28.166467600000033	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	28.213733700000375	0.017523000000437605		29.155339000000822	30.73049010000068	30.691089400001147	"[-0.3055555555555556, -0.3055555555555556]"	"[-0.3537037037037037, -0.3537037037037037]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.4462714999990567, 0.9049092000004748]"	4	100	0.9223956999994698	2.422484099999565								16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_1.png	1	0	5	5	0	30.73049010000068													30.691619600000195	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	30.73049010000068	0.014539699999659206	1.6390755000011268	32.397373900001185	33.97248860000036	33.933157100000244	"[0.09537037037037037, 0.09537037037037037]"	"[-0.35, -0.35]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.2244332999998733, 1.6242617000007158]"	4	-100										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_1.png	1	1	0	6	0	33.97248860000036													33.933771899999556	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	33.97248860000036	0.014720600000146078	2.7306112999995094	36.73920850000104	38.289304699999775	38.2445000000007	"[-0.12129629629629629, -0.12129629629629629]"	"[-0.2638888888888889, -0.2638888888888889]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.3157948999996734, 2.7155316000007588]"	3	-200										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_6.png	6	1	1	7	5	38.289304699999775													38.24505119999958	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	38.289304699999775	0.017639800000324612	1.93635119999999	40.25612960000035	41.80621989999963	41.76689280000028	"[-0.44907407407407407, -0.44907407407407407]"	"[-0.24074074074074073, -0.24074074074074073]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.226475899999059, 1.9183737999992445]"	3	-200										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
dice_4.png	4	1	2	8	3	41.80621989999963													41.767416100001356	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	41.80621989999963	0.014763099999981932	1.0723792999997386	42.91463970000041	44.46475769999961	44.42544369999996	"[-0.44907407407407407, -0.44907407407407407]"	"[-0.24074074074074073, -0.24074074074074073]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.6990760000007867, 1.0574501999999484]"	3	-200										16	01	2024-02-08_11h39.31.587	GDT_exp	2023.2.3	119.95930980213056	2024-02-08 11h39.46.661663 +0100	
