diceImage	d_number	dice_loop.thisRepN	dice_loop.thisTrialN	dice_loop.thisN	dice_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trial.started	box_dice.started	text_dice_header.started	text_gain.started	value_gain.started	text_bank.started	value_bank.started	img_dice_1.started	img_dice_2.started	img_dice_3.started	img_dice_4.started	img_dice_5.started	img_dice_6.started	img_dice_1_2.started	img_dice_3_4.started	img_dice_5_6.started	img_dice_1_2_3.started	img_dice_4_5_6.started	img_dice_1_2_3_4.started	img_dice_2_3_4_5.started	img_dice_3_4_5_6.started	text_value_header.started	text_value_1000.started	text_value_500.started	text_value_200.started	text_value_100.started	mouse_task.started	loss_sound.started	img_dice_throw_trials.started	img_dice_throw_trials.stopped	trial.stopped	mouse_task.x	mouse_task.y	mouse_task.leftButton	mouse_task.midButton	mouse_task.rightButton	mouse_task.time	choice	gain	gain_sound.started	gain_sound.stopped	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.040898900013417006	0.05060159997083247	0.05060159997083247	0.04123890004120767	37.12892219994683	[0.6953703703703704]	[-0.3787037037037037]	[1]	[0]	[0]	[37.087088600033894]																																																	23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_1.png	1	0	0	0	0	37.21163069992326													37.13375439995434	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	37.21163069992326	0.022485499968752265	4.407998399925418	41.603635099949315	43.153706799959764	43.10595410002861	"[-0.2972222222222222, -0.2972222222222222]"	"[-0.33425925925925926, -0.33425925925925926]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[3.37076329998672, 4.354134500026703]"	4	-100										23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_3.png	3	0	1	1	2	43.153706799959764													43.10675039992202	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	43.153706799959764	0.017769500031135976		45.3788703000173	46.92079130001366	46.88181709998753	"[-0.33240740740740743, -0.33240740740740743]"	"[-0.3398148148148148, -0.3388888888888889]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.2291210000403225, 2.1794111999915913]"	4	100	2.197323100059293	3.7140864999964833								23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_5.png	5	0	2	2	4	46.92079130001366													46.88238359999377	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	46.92079130001366	0.014449800015427172	1.63853100000415	48.5957867000252	50.162671600002795	50.11472930002492	"[-0.44537037037037036, -0.44537037037037036]"	"[-0.2518518518518518, -0.2518518518518518]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.7154570000711828, 1.6239739001030102]"	3	-200										23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_4.png	4	0	3	3	3	50.162671600002795													50.11525199993048	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	50.162671600002795	0.017802600050345063	1.6142130000516772	51.796120399958454	53.3794338000007	53.33172699995339	"[-0.4425925925925926, -0.4425925925925926]"	"[-0.25092592592592594, -0.25092592592592594]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.7293023000238463, 1.5960060000652447]"	3	-200										23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_6.png	6	0	4	4	5	53.3794338000007													53.3322993000038	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	53.3794338000007	0.017556800041347742	1.3474251000443473	54.76286199991591	56.34650869993493	56.29864399996586	"[-0.4425925925925926, -0.4425925925925926]"	"[-0.25092592592592594, -0.25092592592592594]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.4378175000892952, 1.3298908000579104]"	3	-200										23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_2.png	2	0	5	5	1	56.34650869993493													56.299218499916606	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	56.34650869993493	0.0177778999786824		59.6715723000234	61.2466839000117	61.199196200002916	"[-0.5444444444444444, -0.5444444444444444]"	"[-0.3398148148148148, -0.3398148148148148]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.579523300053552, 3.2879305001115426]"	4	100	3.305867600021884	4.8059835999738425								23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_3.png	3	1	0	6	2	61.2466839000117													61.199732700013556	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	61.2466839000117	0.018079499946907163		65.57197769999038	67.13040419993922	67.09101959993131	"[-0.5, -0.5]"	"[-0.25833333333333336, -0.25833333333333336]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.6373261000262573, 4.287452799966559]"	3	200	4.305805599899031	5.822520699934103								23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_5.png	5	1	1	7	4	67.13040419993922													67.09159600001294	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	67.13040419993922	0.017370700021274388	2.297392199980095	69.47224139992613	71.02234699996188	70.98313059995417	"[-0.4962962962962963, -0.4962962962962963]"	"[-0.2388888888888889, -0.2388888888888889]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.2214694999856874, 2.2798036000458524]"	3	-200										23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
dice_2.png	2	1	2	8	1	71.02234699996188													70.98366049991455	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	71.02234699996188	0.014625500072725117		72.53078299993649	74.08089580002706	74.04166200000327	"[-0.3611111111111111, -0.3611111111111111]"	"[-0.3333333333333333, -0.3333333333333333]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.7489855999592692, 1.4575485999230295]"	4	100	1.4722558000357822	2.9974086000584066								23	02	2024-02-15_11h56.16.235	GDT_exp	2023.2.3	120.02510933228447	2024-02-15 11h56.24.525317 +0100	
