image	max_pumps	pump_loop.thisRepN	pump_loop.thisTrialN	pump_loop.thisN	pump_loop.thisIndex	thisRow.t	notes	Welcome.started	text_welcome.started	mouse_welcome.started	continue_welcome.started	Welcome.stopped	mouse_welcome.x	mouse_welcome.y	mouse_welcome.leftButton	mouse_welcome.midButton	mouse_welcome.rightButton	mouse_welcome.time	Demographics.started	text_demographics.started	mouse_demographics.started	text_age_demographics.started	text_age_input.started	text_gender_demographics.started	slider_gender.started	continue_demographics.started	Demographics.stopped	mouse_demographics.x	mouse_demographics.y	mouse_demographics.leftButton	mouse_demographics.midButton	mouse_demographics.rightButton	mouse_demographics.time	text_age_input.text	slider_gender.response	slider_gender.rt	Instructions.started	text_instructions_center.started	text_right_instruction.started	mouse_instructions.started	continue_instructions.started	back_instructions.started	back_instructions.stopped	stim_balloon_instructions.started	stim_balloon_instructions.stopped	stim_balloon_burst_instructions.started	stim_balloon_burst_instructions.stopped	text_balloon_value_instructions.started	text_bank_value_instructions.started	marker_balloon_value.started	marker_balloon_value.stopped	marker_bank_value.started	marker_bank_value.stopped	button_balloon_instructions.started	button_balloon_instructions.stopped	Instructions.stopped	mouse_instructions.x	mouse_instructions.y	mouse_instructions.leftButton	mouse_instructions.midButton	mouse_instructions.rightButton	mouse_instructions.time	button_balloon_instructions.numClicks	button_balloon_instructions.timesOn	button_balloon_instructions.timesOff	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	Test_trials.started	stim_balloon.started	stim_balloon_burst.started	stim_balloon_burst.stopped	text_ballon_value.started	text_bank.started	mouse.started	sound_bang.started	sound_bang.stopped	button_balloon.started	Test_trials.stopped	n_pumps	earnings	popped	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.time	button_balloon.numClicks	button_balloon.timesOn	button_balloon.timesOff	Feedback.started	text_feedback.started	text_feedback.stopped	Feedback.stopped	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.0014782999999169988	0.007680299999947238	0.0017774000000372325	0.007680299999947238	14.601021100000025	[0.6962962962962963]	[-0.3888888888888889]	[1]	[0]	[0]	[14.465466099999958]																																																																																													30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
																			14.601097999999865	14.624421900000016	0.006448999999975058	14.624421900000016	14.624421900000016	14.624421900000016	14.624421900000016	14.624421900000016	24.81332989999987	"[-0.43333333333333335, 0.6731481481481482]"	"[-0.20555555555555555, -0.4111111111111111]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[8.838060899999846, 10.063420199999882]"																																																																														30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
																																		20	Weiblich	9.039910100000043	24.81341929999985	24.844753599999876	24.844753599999876	0.0015713000000232569	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	24.844753599999876	93.79215599999998	"[0.6324074074074074, 0.05462962962962963, 0.7203703703703703, 0.7203703703703703, 0.6962962962962963, 0.6962962962962963, 0.6962962962962963]"	"[-0.37407407407407406, -0.3574074074074074, -0.41203703703703703, -0.41203703703703703, -0.3925925925925926, -0.3990740740740741, -0.3990740740740741]"	"[1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[8.581228900000042, 23.89280439999993, 25.357678999999962, 31.31885740000007, 42.94940999999994, 59.36718110000015, 68.77187290000006]"																																																	30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
																																																															0			93.79230159999997	93.79751039999996	93.79751039999996	0.00041150000015477417	97.6151476	[0.6962962962962963]	[-0.3990740740740741]	[1]	[0]	[0]	[3.821980100000019]																																			30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
balloon.png	33	0	0	0	1	97.64969939999992																																																																							97.62932569999998	97.64969939999992	97.64969939999992	97.64969939999992	97.64969939999992	97.64969939999992	0.015999200000123892	0.015999200000123892	0.015999200000123892	97.64969939999992	102.45861419999983	7	0.35	False	"[0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372, 0.020370370370370372]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 1]"	"[1.3776381000000129, 2.111227000000099, 2.3279368000000886, 2.6193095999999514, 3.0111824000000524, 3.3198359000000437, 4.128518299999996, 4.828040500000043]"	8	"[1.3633078000000296, 2.096925800000008, 2.313637100000051, 2.6049889999999323, 2.9968544999999267, 3.305562999999893, 4.114218700000038, 4.813687699999946]"	"[1.5298738999999841, 2.2133217999999033, 2.4299508999999944, 2.705214500000011, 3.1215866000000005, 3.405072999999902, 4.2305988999999045, 4.813694499999883]"	102.45982449999997	102.46978689999992	103.96866439999985	103.9589120999999								30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
balloon.png	1	0	1	1	0	103.96866439999985																																																																							103.95954829999982	103.96866439999985	103.96866439999985	103.96866439999985	103.96866439999985	103.96866439999985	0.0013725999999678606	0.0013725999999678606	0.0013725999999678606	103.96866439999985	105.77549529999987	2	0.05	True	"[0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[1.4411980999998377, 1.6559434999999212]"	2	"[1.437378200000012, 1.6521337000001495]"	"[1.543614899999966, 1.8020525000001726]"	105.77612469999985	105.78309109999987	107.28915039999993	107.27389189999985								30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
balloon.png	96	0	2	2	3	107.28915039999993																																																																							107.27411629999983	107.28915039999993	107.28915039999993	107.28915039999993	107.28915039999993	107.28915039999993	-0.00027420000014899415	-0.00027420000014899415	-0.00027420000014899415	107.28915039999993	111.37544630000002	4	0.20	False	"[0.05, 0.05, 0.05, 0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 1]"	"[0.9583853000001454, 1.9751986999999644, 3.0004100000001017, 3.666778400000112, 4.100187400000095]"	5	"[0.9489051000000472, 1.9657236000000466, 2.9909536000000116, 3.657310999999936, 4.090641600000026]"	"[1.0488064999999551, 2.0903032999999596, 3.149305800000093, 3.77387130000011, 4.0906465999999]"	111.3761457999999	111.38190669999994	112.87608419999992	112.86795819999998								30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
balloon.png	64	0	3	3	2	112.87608419999992																																																																							112.86856319999993	112.87608419999992	112.87608419999992	112.87608419999992	112.87608419999992	112.87608419999992	9.600000112186535e-06	9.600000112186535e-06	9.600000112186535e-06	112.87608419999992	115.8426485	5	0.25	False	"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 1]"	"[0.7474077000001671, 1.0310592000000725, 1.2810101000000031, 1.856204200000093, 2.46449900000016, 2.972863299999972]"	6	"[0.7450857999999698, 1.0287413999999444, 1.278689100000065, 1.8538906999999654, 2.462209199999961, 2.9704815000000053]"	"[0.8619427999999516, 1.1617209999999432, 1.4117521999999099, 1.986911199999895, 2.5870279999999184, 2.9704865999999583]"	115.84342470000001	115.8488789999999	117.34435880000001	117.33284669999989								30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
balloon.png	127	0	4	4	4	117.34435880000001																																																																							117.33307500000001	117.34435880000001	117.34435880000001	117.34435880000001	117.34435880000001	117.34435880000001	0.0010099999999511056	0.0010099999999511056	0.0010099999999511056	117.34435880000001	120.74340899999993	6	0.30	False	"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]"	"[-0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185, -0.3685185185185185]"	"[1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 1]"	"[1.0167994999999337, 1.308774699999958, 1.9259216999998898, 2.1758270999998786, 2.392510399999992, 2.8835467999999764, 3.4087920999998005]"	7	"[1.0114200999998957, 1.3034210999999232, 1.920564000000013, 2.170490799999925, 2.387168999999858, 2.8781660999998167, 3.403406700000005]"	"[1.1612872999999126, 1.45317399999999, 2.027987499999881, 2.2446727999999894, 2.4946592999999666, 3.0033445999999913, 3.403414699999985]"	120.74416849999989	120.74924509999983	122.24116679999997	122.2332222								30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
																																																																																																								122.23326299999985	122.24116679999997	122.24116679999997	136.71783269999992	space	14.47245440000006	None	30	01	2024-02-21_09h08.42.707	BART_trial	2023.2.3	None	2024-02-21 09h08.55.410582 +0100	
