image	max_pumps	pump_loop.thisRepN	pump_loop.thisTrialN	pump_loop.thisN	pump_loop.thisIndex	thisRow.t	notes	Welcome.started	text_welcome.started	mouse_welcome.started	continue_welcome.started	Welcome.stopped	mouse_welcome.x	mouse_welcome.y	mouse_welcome.leftButton	mouse_welcome.midButton	mouse_welcome.rightButton	mouse_welcome.time	Demographics.started	text_demographics.started	mouse_demographics.started	text_age_demographics.started	text_age_input.started	text_gender_demographics.started	slider_gender.started	continue_demographics.started	Demographics.stopped	mouse_demographics.x	mouse_demographics.y	mouse_demographics.leftButton	mouse_demographics.midButton	mouse_demographics.rightButton	mouse_demographics.time	text_age_input.text	slider_gender.response	slider_gender.rt	Instructions.started	text_instructions_center.started	text_right_instruction.started	mouse_instructions.started	continue_instructions.started	back_instructions.started	back_instructions.stopped	stim_balloon_instructions.started	stim_balloon_instructions.stopped	stim_balloon_burst_instructions.started	stim_balloon_burst_instructions.stopped	text_balloon_value_instructions.started	text_bank_value_instructions.started	marker_balloon_value.started	marker_balloon_value.stopped	marker_bank_value.started	marker_bank_value.stopped	button_balloon_instructions.started	button_balloon_instructions.stopped	Instructions.stopped	mouse_instructions.x	mouse_instructions.y	mouse_instructions.leftButton	mouse_instructions.midButton	mouse_instructions.rightButton	mouse_instructions.time	button_balloon_instructions.numClicks	button_balloon_instructions.timesOn	button_balloon_instructions.timesOff	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	Test_trials.started	stim_balloon.started	stim_balloon_burst.started	stim_balloon_burst.stopped	text_ballon_value.started	text_bank.started	mouse.started	sound_bang.started	sound_bang.stopped	button_balloon.started	Test_trials.stopped	n_pumps	earnings	popped	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.time	button_balloon.numClicks	button_balloon.timesOn	button_balloon.timesOff	Feedback.started	text_feedback.started	Feedback.stopped	text_feedback.stopped	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.043830799986608326	0.052917299908585846	0.04427600000053644	0.052917299908585846	12.879317699931562	[0.6824074074074075]	[-0.39537037037037037]	[1]	[0]	[0]	[12.726274900021963]																																																																																													23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
																			12.879386999993585	12.903799499967135	0.005539900041185319	12.903799499967135	12.903799499967135	12.903799499967135	12.903799499967135	12.903799499967135	19.62364779994823	"[0.6824074074074075, -0.43148148148148147, 0.7444444444444445]"	"[-0.39537037037037037, -0.19537037037037036, -0.42685185185185187]"	"[1, 1, 1]"	"[0, 0, 0]"	"[0, 0, 0]"	"[0.10226860002148896, 4.8194276000140235, 6.58609230001457]"																																																																														23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
																																		21	Weiblich	4.958919400000013	19.623752799932845	19.64597109996248	19.64597109996248	0.0015701999654993415	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	19.64597109996248	95.91042889992241	"[0.7240740740740741, 0.03611111111111111, -0.07407407407407407, 0.025925925925925925, 0.6944444444444444, 0.6953703703703704, 0.6833333333333333, 0.7064814814814815, 0.6925925925925925]"	"[-0.3925925925925926, -0.18796296296296297, -0.38981481481481484, -0.37962962962962965, -0.4046296296296296, -0.39537037037037037, -0.3851851851851852, -0.39351851851851855, -0.3907407407407407]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[5.329001700039953, 19.932319800020196, 27.99986410001293, 29.566439200076275, 32.88309940008912, 37.52483780006878, 52.852529100026004, 68.17832280008588, 76.12667350005358]"																																																	23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
																																																															0			95.91058369993698	95.91795129992533	95.91795129992533	0.0003912000684067607	100.68555209995247	[0.7185185185185186]	[-0.3962962962962963]	[1]	[0]	[0]	[4.774195799953304]																																			23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
balloon.png	127	0	0	0	4	100.73496369994245																																																																							100.70835410000291	100.73496369994245	100.73496369994245	100.73496369994245	100.73496369994245	100.73496369994245	0.02459909999743104	0.02459909999743104	0.02459909999743104	100.73496369994245	132.27217379992362	34	1.70	False	"[0.017592592592592594, 0.003703703703703704, 0.000925925925925926, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594]"	"[-0.2537037037037037, -0.39537037037037037, -0.38055555555555554, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[3.2274764999747276, 4.052824400016107, 5.4696661999914795, 7.011134000029415, 8.202824100037105, 9.486445700051263, 10.454534800024703, 11.13660800002981, 12.15324040001724, 13.111700600013137, 13.811558000044897, 14.820077499956824, 15.370056099956855, 16.228607999975793, 16.80348270002287, 17.353634899947792, 17.81196610000916, 19.02876599994488, 19.75364010001067, 21.978795900009573, 22.820553399971686, 23.812382000032812, 24.729033199953847, 25.270872300025076, 25.495927199954167, 26.13745060004294, 26.37075190001633, 26.629302000044845, 26.921079499996267, 27.471032200031914, 28.34589750005398, 29.171032099984586, 29.646225200034678, 30.25452449999284, 30.621219899971038, 31.562858100049198]"	35	"[4.037126499926671, 5.453970899921842, 6.995440099970438, 8.187129299971275, 9.470746899954975, 10.439002399914898, 11.12090839992743, 12.137546699959785, 13.096003399929032, 13.795862799976021, 14.804382200003602, 15.354360500001349, 16.21291429991834, 16.78778389992658, 17.337945999926887, 17.796268499922007, 19.01307089999318, 19.737940799910575, 21.96309899992775, 22.804853499983437, 23.796683999942616, 24.713334299973212, 25.255169300013222, 25.48024439997971, 26.121748799923807, 26.355051199905574, 26.613600399927236, 26.905383099918254, 27.455336799961515, 28.330192699912004, 29.15533380000852, 29.630529999965802, 30.238827799912542, 30.60552209999878, 31.547114399960265]"	"[4.186758199939504, 5.636821499909274, 7.128652899991721, 8.337089099921286, 9.603786399937235, 10.603805599967018, 11.31224439991638, 12.304094899911433, 13.204075299901888, 13.937368099926971, 14.945778799941763, 15.479147000005469, 16.354208200005814, 16.921124499989673, 17.44616379996296, 17.946151499985717, 19.16274009994231, 19.896144400001504, 22.121354599948972, 22.946376899955794, 23.97144270001445, 24.863164599984884, 25.354976099915802, 25.596549800015055, 26.229900699923746, 26.479924499988556, 26.746664399979636, 27.038304999936372, 27.580038300016895, 28.513485200004652, 29.31347289995756, 29.788494599983096, 30.35523879993707, 30.76355099992361, 31.547118599992245]"	132.2739473999245	132.28717719996348	133.77900510001928									23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
balloon.png	64	0	1	1	2	133.79563629999757																																																																							133.7791909999214	133.79563629999757	133.79563629999757	133.79563629999757	133.79563629999757	133.79563629999757	0.006480899988673627	0.006480899988673627	0.006480899988673627	133.79563629999757	168.999703999958	50	2.50	False	"[-0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.017592592592592594, -0.021296296296296296, 0.026851851851851852, -0.012962962962962963, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.01574074074074074, -0.01574074074074074, -0.01574074074074074, -0.01574074074074074]"	"[-0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.3925925925925926, -0.3111111111111111, -0.38333333333333336, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[2.534038900048472, 3.0922794999787584, 3.66739920002874, 4.2008560000685975, 4.642422700067982, 5.0092326999874786, 5.709179800003767, 6.7678351000649855, 7.500985100050457, 8.442671600030735, 9.419059799984097, 10.534642199985683, 11.559723300044425, 11.8262424999848, 12.359815699979663, 13.001508600078523, 13.676354499999434, 14.16827020002529, 14.618110700044781, 15.135133199975826, 15.651504200068302, 16.17673010006547, 16.735085600055754, 17.68516069999896, 18.08512860001065, 18.75191630003974, 19.36857739998959, 19.902000000001863, 20.385312500060536, 21.543733600061387, 22.11046850006096, 22.702112200087868, 23.218694500043057, 24.74396880005952, 25.26052570005413, 25.827320200041868, 26.285753400065005, 26.744097199989483, 27.20230820006691, 27.610668900073506, 28.45242220000364, 29.060960700036958, 29.535967400064692, 30.119346800027415, 30.669340800028294, 31.302877200068906, 31.744451400008984, 32.20265130000189, 33.686255200067535, 34.27811339998152, 34.71974199998658, 35.219570200075395]"	51	"[2.52923510002438, 3.087466500001028, 3.662587699946016, 4.196041699964553, 4.637614200008102, 5.004416499985382, 5.6961730000330135, 6.763026700005867, 8.437858700053766, 9.41441039997153, 10.52983240003232, 11.554913699976169, 11.821431200020015, 12.355017800000496, 12.996698700007983, 13.671541700023226, 14.163458799943328, 14.613295900053345, 15.130323700024746, 15.646691599977203, 16.17191749997437, 16.730278400005773, 17.680352100054733, 18.080314900027588, 18.7471037999494, 19.363768000039272, 19.897185600013472, 20.38050420000218, 21.538920199964195, 22.105660200002603, 22.697303400025703, 23.2138848999748, 24.73915269994177, 25.255708800046705, 25.82250610005576, 26.28093689994421, 26.739284400013275, 27.197491199942306, 27.605852099950425, 28.447606700006872, 29.056144900037907, 29.531154999975115, 30.114551099948585, 30.664531099959277, 31.298061899957247, 31.73964100005105, 32.197841500048526, 33.681441099965014, 34.27330610004719, 34.71492559998296, 35.21469359996263]"	"[2.7206115999724716, 3.24565309996251, 3.770687500014901, 4.3290624000364915, 4.745786200044677, 5.104156199959107, 5.8375396999763325, 6.920970799983479, 8.596055299974978, 9.51277399994433, 10.654557700036094, 11.662906300043687, 11.921316400053911, 12.504670400056057, 13.121346100000665, 13.82146260002628, 14.289478400023654, 14.7798446000088, 15.296606600051746, 15.763310799957253, 16.321568200015463, 16.904945399961434, 17.838357000029646, 18.213379699969664, 18.888433399959467, 19.513495499966666, 20.038635300006717, 20.52205829997547, 21.663637100020424, 22.238694000057876, 22.847135800053366, 23.272081600036472, 24.880518799996935, 25.397208699956536, 25.94732749997638, 26.397293400019407, 26.85568100004457, 27.297378499992192, 27.77241460001096, 28.614100000006147, 29.206031500012614, 29.66421239997726, 30.26425719994586, 30.822645099950023, 31.44764409994241, 31.874055900028907, 32.347751099965535, 33.864520699949935, 34.439507200033404, 34.86462590005249, 35.21469779999461]"	169.00129559997004	169.00633499992546	170.49839780002367	170.50652199995238								23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
balloon.png	1	0	2	2	0	170.50652199995238																																																																							170.4985823999159	170.50652199995238	170.50652199995238	170.50652199995238	170.50652199995238	170.50652199995238	0.005290500004775822	0.005290500004775822	0.005290500004775822	170.50652199995238	173.39202279993333	2	0.05	True	"[-0.012037037037037037, -0.012037037037037037]"	"[-0.3888888888888889, -0.3888888888888889]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[2.1422582000959665, 2.7589753000065684]"	2	"[2.14044740004465, 2.7571584000252187]"	"[2.281803200021386, 2.8818602000828832]"	173.39261169999372	173.40675379999448	174.89856230001897									23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
balloon.png	96	0	3	3	3	174.91516239999328																																																																							174.89874749991577	174.91516239999328	174.91516239999328	174.91516239999328	174.91516239999328	174.91516239999328	0.00743320002220571	0.00743320002220571	0.00743320002220571	174.91516239999328	188.49281939992215	21	1.05	False	"[-0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705, -0.053703703703703705]"	"[-0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[2.584096399950795, 3.1924231000011787, 3.442376699997112, 3.959215799928643, 4.34247479995247, 4.717537199961953, 5.109076299937442, 5.517672799993306, 5.98446999990847, 6.7676907000131905, 7.417718400014564, 7.884272499941289, 8.384550499962643, 8.967851399909705, 9.967946199933067, 10.344349199905992, 10.726355399936438, 11.284499199944548, 11.892873000004329, 12.318064099992625, 12.759823099942878, 13.593139500007965]"	22	"[2.5787211999995634, 3.187038499978371, 3.4369974000146613, 3.9538317000260577, 4.33709110005293, 4.712162200012244, 5.1036899000173435, 5.512298500048928, 5.979087700019591, 6.762307099997997, 7.4123330999864265, 7.878898199996911, 8.379171399981715, 8.962466199998744, 9.962568399962038, 10.339140100055374, 10.720972300041467, 11.279113400029019, 11.887487999978475, 12.312682799994946, 12.754439200041816, 13.587698600022122]"	"[2.7285589000675827, 3.270194899989292, 3.5618640000466257, 4.1034989999607205, 4.486822900013067, 4.870220600045286, 5.253571500070393, 5.661946200067177, 6.170285900007002, 6.953663700027391, 7.5704013999784365, 8.037076400010847, 8.445470600039698, 9.112309299991466, 10.08722410001792, 10.49560330004897, 10.887289099977352, 11.503978800028563, 12.012396299978718, 12.529051000019535, 12.870860100025311, 13.587702800054103]"	188.4937947000144	188.4994573999429	189.99142420000862	190.00788429996464								23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
balloon.png	33	0	4	4	1	190.00788429996464																																																																							189.99160089995712	190.00788429996464	190.00788429996464	190.00788429996464	190.00788429996464	190.00788429996464	-0.0009832000359892845	-0.0009832000359892845	-0.0009832000359892845	190.00788429996464	205.64402399992105	24	1.20	False	"[-0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445, -0.019444444444444445]"	"[-0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[3.3338637999258935, 3.834132199990563, 4.25925040000584, 4.634321999968961, 5.150655600009486, 5.509451799909584, 5.8675301999319345, 6.259211299940944, 6.734288899926469, 7.259304399951361, 7.775858899927698, 8.142561999964528, 8.575996699975803, 8.867742499918677, 9.251098999986425, 9.634473099955358, 11.059594499995, 11.934470899985172, 12.384595399955288, 12.834677399951033, 13.309718900010921, 13.618049699929543, 14.251481399987824, 14.768048899946734, 15.651521699968725]"	25	"[3.330953299999237, 3.831227399990894, 4.256347500020638, 4.631417699973099, 5.147747999988496, 5.506571899983101, 5.864622200024314, 6.25629889999982, 6.731378199998289, 7.256399199948646, 7.772948800004087, 8.139649500022642, 8.573092799982987, 8.864836500026286, 9.248193399980664, 9.631565500050783, 11.0566902999999, 11.931564199971035, 12.381688799941912, 12.831764200003818, 13.306814400013536, 13.615142000024207, 14.248577199992724, 14.765137600013986, 15.64855190005619]"	"[3.4975964999757707, 3.9809459999669343, 4.397535500000231, 4.755888300016522, 5.214301500003785, 5.639323899988085, 5.980970100034028, 6.38942100002896, 6.839393100002781, 7.406068500014953, 7.914466200047173, 8.289630600018427, 8.697873199940659, 8.981315299984999, 9.406219900003634, 9.772941599949263, 11.256355699966662, 12.073098300024867, 12.548125499975868, 12.96495000005234, 13.406506799976341, 13.756751899956726, 14.398277999949642, 14.906624100054614, 15.648556099971756]"	205.64503589994274	205.6506556000095	207.14268799999263	207.15076150000095								23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
																																																																																																								207.14272379991598	207.15076150000095	207.15076150000095	212.61824779992457	space	5.466159799951129	None	23	01	2024-02-15_11h05.05.512	BART_trial	2023.2.3	119.93111160341725	2024-02-15 11h05.20.393433 +0100	
