"diceImage"	"d_number"	"dice_loop.thisRepN"	"dice_loop.thisTrialN"	"dice_loop.thisN"	"dice_loop.thisIndex"	"thisRow.t"	"notes"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"trial.started"	"box_dice.started"	"text_dice_header.started"	"text_gain.started"	"value_gain.started"	"text_bank.started"	"value_bank.started"	"img_dice_1.started"	"img_dice_2.started"	"img_dice_3.started"	"img_dice_4.started"	"img_dice_5.started"	"img_dice_6.started"	"img_dice_1_2.started"	"img_dice_3_4.started"	"img_dice_5_6.started"	"img_dice_1_2_3.started"	"img_dice_4_5_6.started"	"img_dice_1_2_3_4.started"	"img_dice_2_3_4_5.started"	"img_dice_3_4_5_6.started"	"text_value_header.started"	"text_value_1000.started"	"text_value_500.started"	"text_value_200.started"	"text_value_100.started"	"mouse_task.started"	"img_dice_throw_trials.started"	"img_dice_throw_trials.stopped"	"trial.stopped"	"mouse_task.x"	"mouse_task.y"	"mouse_task.leftButton"	"mouse_task.midButton"	"mouse_task.rightButton"	"mouse_task.time"	"choice"	"gain"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...72"
NA	NA	NA	NA	NA	NA	NA	NA	0.00319239997770637	0.025021499954164	0.025021499954164	0.00367599993478506	1.64349269995	"[0.665]"	"[-0.36333333333333334]"	"[1]"	"[0]"	"[0]"	"[1.6387468000175431]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_2.png"	2	0	0	0	1	1.79416709998623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64995989995077	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	1.79416709998623	0.0288931999821216	6.01342570001725	7.59797389991581	7.55181799991988	"[-0.1725, -0.1]"	"[-0.33416666666666667, -0.365]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[3.437826400040649, 4.159018300008029]"	4	100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_4.png"	4	0	1	1	3	7.59797389991581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.55350919999182	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	7.59797389991581	0.00768060004338622	8.66827659995761	10.2476813999237	10.20185209997	"[-0.08333333333333333, -0.10166666666666667]"	"[-0.25083333333333335, -0.31583333333333335]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.5007118999492377, 1.0087788999080658]"	3	200	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_5.png"	5	0	2	2	4	10.2476813999237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2026086999103	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	10.2476813999237	0.0123993000015616	11.1161252999445	12.6952005999628	12.6460906999419	"[0.0475, 0.135]"	"[-0.35, -0.285]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3936540000140667, 0.809408099972643]"	4	100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_1.png"	1	0	3	3	0	12.6952005999628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6470285999821	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	12.6952005999628	0.0129253000486642	13.6832970000105	15.2416810999857	15.2006634999998	"[-0.1975, -0.09416666666666666]"	"[-0.35, -0.3475]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.4710780999157578, 0.9226102998945862]"	4	-100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_3.png"	3	0	4	4	2	15.2416810999857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2014612999046	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	15.2416810999857	0.00673230004031211	16.2629205000121	17.8412916999077	17.8016953999177	"[-0.48, -0.4033333333333333]"	"[-0.3275, -0.3625]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.48102020006626844, 0.9652083000401035]"	4	100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_6.png"	6	0	5	5	5	17.8412916999077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8024697999936	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	17.8412916999077	0.00682670006062835	18.6658173999749	20.222975499928	20.1838717999635	"[-0.2175, -0.09416666666666666]"	"[-0.3425, -0.3325]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3534037999343127, 0.7677778999786824]"	4	-100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_4.png"	4	1	0	6	3	20.222975499928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.18463839998	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	20.222975499928	0.0068625999847427	21.0870114999125	22.6670884999912	22.6270144999726	"[0.0825, 0.25833333333333336]"	"[-0.3541666666666667, -0.32]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3342163999332115, 0.79943989997264]"	4	100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_3.png"	3	1	1	7	2	22.6670884999912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6277761999518	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	22.6670884999912	0.00680960004683584	23.3262142000021	24.9176011999371	24.861961599905	"[-0.205, -0.0925]"	"[-0.33166666666666667, -0.3416666666666667]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.18707569991238415, 0.5983989000087604]"	4	100	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
"dice_6.png"	6	1	2	8	5	24.9176011999371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.8627809999743	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	24.9176011999371	0.0207513999193907	25.6369329999434	27.2240984999808	27.1785791999428	"[-0.07833333333333334, -0.065]"	"[-0.26, -0.3075]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.29428779997397214, 0.6464106999337673]"	3	200	NA	NA	NA	NA	NA	NA	NA	"01"	"03"	"2023-12-13_16h50.57.714"	"GDT_exp"	"2023.2.2"	"None"	"2023-12-13 16h51.11.992517 +0100"	NA
