image	max_pumps	pump_loop.thisRepN	pump_loop.thisTrialN	pump_loop.thisN	pump_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trials.started	stim_balloon.started	stim_balloon_burst.started	stim_balloon_burst.stopped	text_ballon_value.started	text_bank.started	mouse.started	sound_bang.started	sound_bang.stopped	button_balloon.started	trials.stopped	n_pumps	earnings	popped	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.time	button_balloon.numClicks	button_balloon.timesOn	button_balloon.timesOff	Feedback.started	text_feedback.started	Feedback.stopped	text_feedback.stopped	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.03823409997858107	0.04427940002642572	0.04427940002642572	0.03857169998809695	38.08097889996134	[0.725925925925926]	[-0.38796296296296295]	[1]	[0]	[0]	[38.04183040000498]																																			26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	84	0	0	0	19	38.14706820005085													38.08860639994964	38.14706820005085	38.14706820005085	38.14706820005085	38.14706820005085	38.14706820005085	0.009340799995698035	0.009340799995698035	0.009340799995698035	38.14706820005085	46.307668299996294	15	0.75	False	"[0.10462962962962963, 0.10462962962962963, 0.10462962962962963, 0.10462962962962963, 0.10462962962962963, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037, 0.1037037037037037]"	"[-0.4, -0.4, -0.4, -0.4, -0.4, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.2342109000310302, 1.7258708999725059, 2.3179317000322044, 2.8094265999970958, 3.26767720002681, 3.7846255999756977, 4.009503999957815, 4.217878499999642, 4.517839699983597, 4.817939399974421, 5.117738700006157, 5.459460300044157, 5.776292799971998, 6.676210599951446, 7.652710699941963, 8.218138800002635]"	16	"[1.1860147999832407, 1.6776562000159174, 2.269727800041437, 2.7612132999347523, 3.219469800009392, 3.73641370004043, 3.9612888999981806, 4.169664300046861, 4.469631399959326, 4.7697261000284925, 5.069555399939418, 5.411251200013794, 5.728083399939351, 6.627997900010087, 7.604685300029814, 8.169865899952129]"	"[1.2777866999385878, 1.7691804999485612, 2.377556800027378, 2.869224700029008, 3.3276014999719337, 3.8444906999357045, 4.069388799951412, 4.277687599998899, 4.586026899982244, 4.869374500005506, 5.177757899975404, 5.527893899939954, 5.861135600018315, 6.769504699972458, 7.736266299965791, 8.16987009998411]"	46.30900869995821	46.32253070001025	47.81443579995539									26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	5	0	1	1	1	47.831068599945866													47.814621299970895	47.831068599945866	47.831068599945866	47.831068599945866	47.831068599945866	47.831068599945866	0.006934199947863817	0.006934199947863817	0.006934199947863817	47.831068599945866	51.2083967999788	6	0.25	True	"[0.11388888888888889, 0.11388888888888889, 0.11388888888888889, 0.11388888888888889, 0.11388888888888889, 0.11388888888888889]"	"[-0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889]"	"[1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0]"	"[0.950487699941732, 1.734048999962397, 2.167210499988869, 2.4840947999618948, 2.942408200004138, 3.284161699935794]"	6	"[0.9477817000588402, 1.731342500075698, 2.164500000071712, 2.4813876000698656, 2.939701299997978, 3.2814582000719383]"	"[1.0559969000751153, 1.8408323000185192, 2.2477189999772236, 2.556155900005251, 3.022760200081393, 3.3811583999777213]"	51.20902930002194	51.22298339998815	52.71482999995351									26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	71	0	2	2	16	52.72305869997945													52.71501299994998	52.72305869997945	52.72305869997945	52.72305869997945	52.72305869997945	52.72305869997945	0.007217200007289648	0.007217200007289648	0.007217200007289648	52.72305869997945	58.541763499961235	9	0.45	False	"[0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815, 0.09814814814814815]"	"[-0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855, -0.39351851851851855]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.717321899952367, 1.1837851000018418, 1.5339768000412732, 2.033869400038384, 2.458885099971667, 2.9592025000602007, 3.485539900022559, 4.13414920005016, 4.975768800009973, 5.82584169995971]"	10	"[0.7153208000818267, 1.1817908000666648, 1.5319726000307128, 2.0318616000004113, 2.456875800038688, 2.9571959000313655, 3.4836938000516966, 4.132147200056352, 4.9737622999819, 5.82377080002334]"	"[0.8315957000013441, 1.306625899975188, 1.6483385000610724, 2.1567322000628337, 2.573471700074151, 3.0734320000046864, 3.6151423000264913, 4.273552200058475, 5.081914099981077, 5.8237752000568435]"	58.542473100009374	58.54847999999765	60.04045630001929	60.056907000020146								26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	123	0	3	3	28	60.056907000020146													60.040641400031745	60.056907000020146	60.056907000020146	60.056907000020146	60.056907000020146	60.056907000020146	-0.00060889997985214	-0.00060889997985214	-0.00060889997985214	60.056907000020146	68.31746249995194	18	0.90	False	"[0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222, 0.04722222222222222]"	"[-0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.2753312999848276, 1.6338622000766918, 1.875551600009203, 2.0753797000506893, 2.283737999969162, 2.4837495000101626, 2.708772800047882, 2.9004385999869555, 3.1338412000332028, 4.184072999982163, 4.42571510002017, 4.634079499985091, 4.825918300077319, 5.009187399991788, 6.459023199975491, 6.717373999999836, 6.9510006000055, 7.709204200073145, 8.275799700058997]"	19	"[1.2693067999789491, 1.627826499985531, 1.8695378999691457, 2.069341200054623, 2.2777015999890864, 2.477711800020188, 2.702737299958244, 2.894407100044191, 3.1278065000660717, 4.178044600063004, 4.419678100035526, 4.628043100005016, 4.8199488000245765, 5.003162299981341, 6.4529866999946535, 6.711337900022045, 6.944970799959265, 7.703171300003305, 8.269699800061062]"	"[1.3941779000451788, 1.735836899955757, 1.9525828000623733, 2.160862599965185, 2.352551299962215, 2.5692445000167936, 2.7609228000510484, 2.9942650999873877, 3.185940399998799, 4.311069600051269, 4.519370299996808, 4.702752799959853, 4.877770300023258, 5.069489300018176, 6.552843400044367, 6.827883000019938, 6.994554799981415, 7.811419200035743, 8.26970419997815]"	68.31835259997752	68.32418770005461	69.81612720002886	69.83259650005493								26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	36	0	4	4	8	69.83259650005493													69.8163087000139	69.83259650005493	69.83259650005493	69.83259650005493	69.83259650005493	69.83259650005493	-0.0008203999605029821	-0.0008203999605029821	-0.0008203999605029821	69.83259650005493	81.21842459996697	22	1.10	False	"[0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.04259259259259259]"	"[-0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4083333333333333, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.40370370370370373, -0.4027777777777778]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.975586700020358, 1.275519200018607, 1.48376900004223, 1.6753704000730067, 1.8670711000449955, 2.042207600083202, 2.2339572000782937, 2.4089211000828072, 2.5840493000578135, 3.7673294000560418, 4.200749900075607, 4.375792400096543, 6.100708400015719, 6.342384900082834, 6.592553500086069, 6.867402800009586, 7.700808200053871, 8.09249730000738, 8.684313400066458, 9.309242899995297, 9.859326900099404, 10.92609620001167, 11.401194600039162]"	23	"[0.9651243999833241, 1.2650677999481559, 1.473305999999866, 1.6649163999827579, 1.8566042999736965, 2.031744199921377, 2.223495899932459, 2.398455399903469, 2.5735878999112174, 3.7568652000045404, 4.190289899939671, 4.365328699932434, 6.0902429999550804, 6.3319171000039205, 6.582087699905969, 6.856948599917814, 7.690346899908036, 8.082029999932274, 8.673850699909963, 9.298773799906485, 9.848865099949762, 10.915636699995957, 11.390665499959141]"	"[1.1147078999783844, 1.3563976999139413, 1.5565340999746695, 1.7314287999179214, 1.923146199900657, 2.1148091999348253, 2.289806199958548, 2.498148399987258, 2.6982267999555916, 3.8150215999921784, 4.298273999942467, 4.481618299963884, 6.198416799888946, 6.440091499942355, 6.72354259993881, 6.948537399992347, 7.790363199892454, 8.173596299951896, 8.806981100002304, 9.415391799993813, 9.973681699950248, 11.090600099996664, 11.390669699991122]"	81.21943840000313	81.22506520000752	82.71702009998262	82.72519739996642								26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	118	0	5	5	27	82.72519739996642													82.71719510003459	82.72519739996642	82.72519739996642	82.72519739996642	82.72519739996642	82.72519739996642	0.0058231999864801764	0.0058231999864801764	0.0058231999864801764	82.72519739996642	95.26924149994738	37	1.85	False	"[0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445, 0.06944444444444445]"	"[-0.4027777777777778, -0.4027777777777778, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373, -0.40370370370370373]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.008808600017801, 1.3587437000824139, 1.6755982000613585, 1.9754321000073105, 2.25894640001934, 2.5421467000851408, 2.867359400028363, 3.3173696000594646, 3.6172491000033915, 3.900752400048077, 4.1755942000309005, 4.484121100045741, 4.767300400068052, 5.017457700101659, 5.2508949000621215, 5.475840800092556, 5.684186700033024, 5.892548200092278, 6.101005500066094, 6.334196100011468, 6.6091062000487, 7.100996299996041, 7.617630799999461, 7.892671400099061, 8.226139300037175, 8.676129200030118, 8.950961800059304, 9.351112600066699, 9.584515199996531, 9.817643000045791, 10.009441700065508, 10.542811100021936, 10.709423499996774, 10.884539099992253, 11.02620660001412, 11.88463490002323, 12.059622900094837, 12.551146400044672]"	38	"[1.0070286999689415, 1.3569224999519065, 1.6737767000449821, 1.9736077999696136, 2.257128300028853, 2.5403297999873757, 2.865538500016555, 3.3155616000294685, 3.6154283999931067, 3.898933000047691, 4.173771900008433, 4.482302400050685, 4.765476600034162, 5.015643100021407, 5.249076999956742, 5.474024700000882, 5.682368900044821, 5.890731799998321, 6.099186799954623, 6.3323797000339255, 6.607285700039938, 7.099184000049718, 7.615810599992983, 7.890849299961701, 8.224317700020038, 8.674311200040393, 8.949142799945548, 9.349295499967411, 9.58270549995359, 9.815821300027892, 10.007625699974597, 10.541000199969858, 10.707607300020754, 10.882720299996436, 11.024383999989368, 11.88281800004188, 12.05780239996966, 12.549260600004345]"	"[1.1567503999685869, 1.4651197999482974, 1.7651243000291288, 2.0569520000135526, 2.34026059997268, 2.640213400009088, 2.9902297999942675, 3.4235804999480024, 3.7487386000575498, 4.015372999943793, 4.273622800013982, 4.606989399995655, 4.882015699986368, 5.123709199950099, 5.3570414000423625, 5.573821599944495, 5.773728900006972, 5.9904156000120565, 6.207115099998191, 6.432301199994981, 6.715467600035481, 7.223833100055344, 7.748912799987011, 8.04071460000705, 8.39891530002933, 8.832292499952018, 9.048958000028506, 9.457427100045606, 9.69908769999165, 9.890728699974716, 10.1156957000494, 10.63241169997491, 10.807434399961494, 10.982429299969226, 11.149107399978675, 11.974163400009274, 12.1158521999605, 12.549264900037088]"	95.27043949998915	95.27609339996707	96.76814689999446	96.78449200000614								26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	57	0	6	6	13	96.78449200000614													96.7683428999735	96.78449200000614	96.78449200000614	96.78449200000614	96.78449200000614	96.78449200000614	-0.0007174999918788671	-0.0007174999918788671	-0.0007174999918788671	96.78449200000614	105.83677850000095	33	1.65	False	"[0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407]"	"[-0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.8253314000321552, 1.0420193000463769, 1.2503219000063837, 1.4253613000037149, 1.6503509000176564, 1.8835563000757247, 2.1085603000828996, 2.3335858000209555, 2.550426200032234, 2.775419600075111, 2.9590592000167817, 3.1589438000228256, 3.358790799975395, 3.542114300071262, 3.7420189999975264, 3.933689899975434, 4.167177599971183, 4.450554799987003, 4.700414900085889, 5.025605199974962, 5.325496300007217, 5.609130900003947, 5.875585000030696, 6.075600099982694, 6.258985999971628, 6.467198700061999, 6.683882600045763, 6.909005900030024, 7.242440700065345, 7.817461800063029, 8.05915190000087, 8.2840162999928, 8.525721100042574, 9.067451699986123]"	34	"[0.8164879999822006, 1.0331771000055596, 1.2414800999686122, 1.4165108000161126, 1.641513100010343, 1.874705099966377, 2.0997080999659374, 2.324749800027348, 2.5415809999685735, 2.7665810000617057, 2.950232099974528, 3.1501002999721095, 3.3499449000228196, 3.5332690000068396, 3.7331715000327677, 3.924849700066261, 4.158329900004901, 4.441706600016914, 4.6915669000009075, 5.016753899981268, 5.316656299983151, 5.6002854000544176, 5.8667339000385255, 6.0667556000407785, 6.250144100049511, 6.458347500069067, 6.675037199980579, 6.900154100032523, 7.233599600032903, 7.808610300067812, 8.050337300053798, 8.275163599988446, 8.516871500061825, 9.058551499969326]"	"[0.8994671000400558, 1.1328548999736086, 1.3078392000170425, 1.4912053999723867, 1.749579800060019, 1.941264700028114, 2.149556600023061, 2.3995790999615565, 2.6412621999625117, 2.8579595000483096, 3.041489399969578, 3.232972100027837, 3.4413464000681415, 3.633017700049095, 3.8247123999753967, 4.033081899979152, 4.249702800065279, 4.524808699963614, 4.808108599972911, 5.124798299977556, 5.417900900007226, 5.733356200042181, 5.949913099990226, 6.133204199955799, 6.324853800004348, 6.5415566000156105, 6.783225300023332, 6.999922999995761, 7.333299200050533, 7.91663430002518, 8.158331000013277, 8.39999489998445, 8.658580100047402, 9.058555800002068]"	105.83811679994687	105.85181829996873	107.34365719999187									26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	53	0	7	7	12	107.36024399998132													107.34385800000746	107.36024399998132	107.36024399998132	107.36024399998132	107.36024399998132	107.36024399998132	0.006988400011323392	0.006988400011323392	0.006988400011323392	107.36024399998132	111.68705760000739	10	0.50	False	"[0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705, 0.053703703703703705]"	"[-0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924, -0.38425925925925924]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.6256247999845073, 0.8588813999667764, 1.1420753999846056, 1.4006401000078768, 1.742147299926728, 2.142167399986647, 2.6423689000075683, 3.2840304999845102, 3.5590593999950215, 3.809111100039445, 4.3422924999613315]"	11	"[0.6225798999657854, 0.8558284000027925, 1.1390285999514163, 1.3975946999853477, 1.739095599972643, 2.1391136000165716, 2.6393212999682873, 3.2809782000258565, 3.556008900050074, 3.806062399991788, 4.339177299989387]"	"[0.6971721999580041, 0.9639161999803036, 1.2305429000407457, 1.5055936999851838, 1.8639764999970794, 2.280750700039789, 2.780684099998325, 3.397581800003536, 3.6807669999543577, 3.9641119999578223, 4.339181700022891]"	111.68785830005072	111.69387039996218	113.18587919999845	113.21064259996638								26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
balloon.png	114	0	8	8	26	113.21064259996638													113.18606099998578	113.21064259996638	113.21064259996638	113.21064259996638	113.21064259996638	113.21064259996638	-0.0005901000695303082	-0.0005901000695303082	-0.0005901000695303082	113.21064259996638	129.85527349996846	37	1.85	False	"[0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926, 0.05925925925925926]"	"[-0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703, -0.41203703703703703]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.7007508999668062, 2.042018999927677, 2.392197799985297, 2.6838368999306113, 3.0587600999278948, 3.425490199937485, 3.7423105998896062, 4.075507099973038, 4.3590224999934435, 4.658920799964108, 4.950796999968588, 5.192534999921918, 5.450722399982624, 5.69230679993052, 5.909125099889934, 6.11745769996196, 6.334239499992691, 6.55085020000115, 6.792532499996014, 7.09240189997945, 7.400933099910617, 7.68573489994742, 7.927452299976721, 8.200986199895851, 8.559318999992684, 9.292577899992466, 10.001063199946657, 10.417620799969882, 10.834306999924593, 11.267722599906847, 11.63436299993191, 12.21775539999362, 12.709587699966505, 13.842988399905153, 14.701376599958166, 15.501459599938244, 16.26804999995511, 16.66828529990744]"	38	"[1.6895995999220759, 2.0308405000250787, 2.3810166999464855, 2.6726597999222577, 3.0475758999818936, 3.4143069999990985, 3.731126799946651, 4.064323199912906, 4.347838599933311, 4.647737100021914, 4.939619899960235, 5.181353599997237, 5.439568599918857, 5.6811249000020325, 5.897940299939364, 6.106277099926956, 6.323067000019364, 6.539665599935688, 6.781354599981569, 7.081223199958913, 7.3897521999897435, 7.674723499920219, 7.916440499946475, 8.189816599944606, 8.548141499981284, 9.281393999932334, 9.989881800021976, 10.406438499921933, 10.823145299917087, 11.25654219998978, 11.623184299911372, 12.206571899936534, 12.698402700014412, 13.831806299975142, 14.690193900023587, 15.490273999981582, 16.2568679000251, 16.657042099977843]"	"[1.8640144999371842, 2.1807418999960646, 2.497446699999273, 2.80576439993456, 3.155776400002651, 3.5308525000000373, 3.847551599959843, 4.189231799915433, 4.489191300002858, 4.781055499915965, 5.055904599954374, 5.289259199984372, 5.556011799955741, 5.78929019998759, 6.01432560000103, 6.222793699940667, 6.43240509997122, 6.622732699965127, 6.839375599985942, 7.2143921999959275, 7.514444599975832, 7.797753299935721, 8.006121599930339, 8.289462500018999, 8.672827999922447, 9.389574899920262, 10.10630639991723, 10.531302399933338, 10.973061900003813, 11.373066799947992, 11.748101099976338, 12.323122899979353, 12.8398228000151, 13.939916200004518, 14.798295599990524, 15.606681899982505, 16.356693999958225, 16.657046400010586]"	129.8567223000573	129.86182450002525	131.35378620005213	131.3619628000306								26	01	2024-02-16_15h07.41.012	BART_exp	2023.2.3	119.97787613465455	2024-02-16 15h07.49.916421 +0100	
