"diceImage"	"d_number"	"dice_loop.thisRepN"	"dice_loop.thisTrialN"	"dice_loop.thisN"	"dice_loop.thisIndex"	"thisRow.t"	"notes"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"trial.started"	"box_dice.started"	"text_dice_header.started"	"text_gain.started"	"value_gain.started"	"text_bank.started"	"value_bank.started"	"img_dice_1.started"	"img_dice_2.started"	"img_dice_3.started"	"img_dice_4.started"	"img_dice_5.started"	"img_dice_6.started"	"img_dice_1_2.started"	"img_dice_3_4.started"	"img_dice_5_6.started"	"img_dice_1_2_3.started"	"img_dice_4_5_6.started"	"img_dice_1_2_3_4.started"	"img_dice_2_3_4_5.started"	"img_dice_3_4_5_6.started"	"text_value_header.started"	"text_value_1000.started"	"text_value_500.started"	"text_value_200.started"	"text_value_100.started"	"mouse_task.started"	"loss_sound.started"	"img_dice_throw_trials.started"	"img_dice_throw_trials.stopped"	"trial.stopped"	"mouse_task.x"	"mouse_task.y"	"mouse_task.leftButton"	"mouse_task.midButton"	"mouse_task.rightButton"	"mouse_task.time"	"choice"	"gain"	"gain_sound.started"	"gain_sound.stopped"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...75"
NA	NA	NA	NA	NA	NA	NA	NA	0.0387053999584168	0.0449291999684647	0.0449291999684647	0.039033200009726	19.9302390998928	"[0.6888888888888889]"	"[-0.4]"	"[1]"	"[0]"	"[0]"	"[19.890622700098902]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_2.png"	2	0	0	0	1	20.0129822999006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.9351586999837	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	20.0129822999006	0.0228497000643983	3.63296179997269	23.6299318999518	25.1883390999865	25.14061449992	"[-0.09907407407407408, -0.10092592592592593]"	"[-0.24444444444444444, -0.12129629629629629]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.911606900044717, 3.57814470003359]"	3	-200	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_3.png"	3	0	1	1	2	25.1883390999865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.1414171999786	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	25.1883390999865	0.0176808000542223	3.08064290008042	28.2885851999745	29.8721611999208	29.8244119998999	"[0.06759259259259259, 0.044444444444444446]"	"[-0.14351851851851852, 0.0712962962962963]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.6125911000417545, 3.0628418000414968]"	2	-500	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_6.png"	6	0	2	2	5	29.8721611999208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.8249619998969	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	29.8721611999208	0.0176974999485537	1.31393309996929	31.2054581999546	32.7555648999987	32.7163221999072	"[-0.41388888888888886, -0.20092592592592592]"	"[-0.24444444444444444, 0.2212962962962963]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.771104000043124, 1.2960180999943987]"	3	-200	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_1.png"	1	0	3	3	0	32.7555648999987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.7168904999271	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	32.7555648999987	0.014246900100261	0.547174000064842	33.3389196000062	34.9058397999033	34.8663804999087	"[-0.21851851851851853, -0.037037037037037035]"	"[-0.3611111111111111, 0.2]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.04105080000590533, 0.5328729000175372]"	4	-100	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_4.png"	4	0	4	4	3	34.9058397999033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.8669567999896	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	34.9058397999033	0.014563399949111	NA	35.6890775999054	37.2725301999599	37.2248162999749	"[-0.2898148148148148, -0.09444444444444444]"	"[-0.3490740740740741, 0.19074074074074074]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.23256359994411469, 0.7408160999184474]"	4	100	0.755635999958031	2.28924289997667	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_5.png"	5	0	5	5	4	37.2725301999599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.225349699962	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	37.2725301999599	0.0181959000183269	NA	37.9060807999922	39.4810536999721	39.4338917999994	"[0.07314814814814814, 0.003703703703703704]"	"[-0.3490740740740741, 0.08703703703703704]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.05397029989399016, 0.5956761999987066]"	4	100	0.614187000086531	2.13919800007716	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_2.png"	2	1	0	6	1	39.4810536999721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.4344757999061	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	39.4810536999721	0.0182963999686763	0.788396800053306	40.2894308998948	41.831182599999	41.7922132998938	"[0.03796296296296296, 0.03796296296296296]"	"[-0.35648148148148145, 0.08518518518518518]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3364124000072479, 0.7697207999881357]"	4	-100	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_3.png"	3	1	1	7	2	41.831182599999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7927883999655	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	41.831182599999	0.014906800002791	0.613508299924433	42.4730276999762	44.0313512999564	43.983739499934	"[0.17777777777777778, 0.08425925925925926]"	"[-0.075, 0.10833333333333334]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.1067517000483349, 0.5985203000018373]"	1	-1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
"dice_4.png"	4	1	2	8	3	44.0313512999564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.9842716999119	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	44.0313512999564	0.0193551999982446	0.81392240000423	44.873062599916	46.4149878999451	46.3757908999687	"[-0.36203703703703705, -0.27037037037037037]"	"[-0.05, 0.17962962962962964]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.3944107999559492, 0.794321299996227]"	1	-1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	"02"	"2024-02-16_13h48.46.512"	"GDT_exp"	"2023.2.3"	119.954129582573	"2024-02-16 13h49.02.335831 +0100"	NA
