"diceImage"	"d_number"	"dice_loop.thisRepN"	"dice_loop.thisTrialN"	"dice_loop.thisN"	"dice_loop.thisIndex"	"thisRow.t"	"notes"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"trial.started"	"box_dice.started"	"text_dice_header.started"	"text_gain.started"	"value_gain.started"	"text_bank.started"	"value_bank.started"	"img_dice_1.started"	"img_dice_2.started"	"img_dice_3.started"	"img_dice_4.started"	"img_dice_5.started"	"img_dice_6.started"	"img_dice_1_2.started"	"img_dice_3_4.started"	"img_dice_5_6.started"	"img_dice_1_2_3.started"	"img_dice_4_5_6.started"	"img_dice_1_2_3_4.started"	"img_dice_2_3_4_5.started"	"img_dice_3_4_5_6.started"	"text_value_header.started"	"text_value_1000.started"	"text_value_500.started"	"text_value_200.started"	"text_value_100.started"	"mouse_task.started"	"gain_sound.started"	"img_dice_throw_trials.started"	"gain_sound.stopped"	"img_dice_throw_trials.stopped"	"trial.stopped"	"mouse_task.x"	"mouse_task.y"	"mouse_task.leftButton"	"mouse_task.midButton"	"mouse_task.rightButton"	"mouse_task.time"	"choice"	"gain"	"loss_sound.started"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...75"
NA	NA	NA	NA	NA	NA	NA	NA	0.038433299981989	0.0481564999790862	0.0481564999790862	0.0388065999140963	33.4843978000572	"[0.7083333333333334]"	"[-0.41203703703703703]"	"[1]"	"[0]"	"[0]"	"[33.445004699984565]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_4.png"	4	0	0	0	3	33.5671493000118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.4891728999792	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	33.5671493000118	0.0225748000666499	5.14137309999205	38.6925201000413	6.64993299997877	40.2426290999865	40.2036541999551	"[-0.20555555555555555, -0.4722222222222222, 0.08148148148148149, 0.16203703703703703]"	"[-0.34629629629629627, -0.3611111111111111, -0.3148148148148148, -0.28055555555555556]"	"[1, 1, 1, 0]"	"[0, 0, 0, 0]"	"[0, 0, 0, 1]"	"[2.118830500054173, 3.7355945000890642, 4.393880799994804, 5.08546450000722]"	4	100	NA	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_2.png"	2	0	1	1	1	40.2426290999865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.204472500016	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	40.2426290999865	0.0148944999091327	NA	42.9844611999579	NA	44.5429013000103	44.4956671000691	"[-0.2638888888888889, -0.22870370370370371]"	"[-0.15555555555555556, -0.24259259259259258]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.24846119992435, 2.6898727999068797]"	2	-500	2.70513549994212	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_3.png"	3	0	2	2	2	44.5429013000103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.4962558000116	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	44.5429013000103	0.0195460999384522	0.646865799906664	45.2096348999767	2.16365229990333	46.7680565000046	46.7206954000285	"[-0.5703703703703704, -0.47962962962962963]"	"[-0.3398148148148148, -0.3398148148148148]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.1936724999686703, 0.6270780999911949]"	4	100	NA	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_5.png"	5	0	3	3	4	46.7680565000046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.7212344000582	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	46.7680565000046	0.018294999958016	NA	48.9182100000326	NA	50.4851285000332	50.4456548000453	"[-0.5277777777777778, -0.44814814814814813]"	"[-0.3685185185185185, -0.3425925925925926]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.603417900041677, 2.0964950000634417]"	4	-100	2.11380539997481	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_6.png"	6	0	4	4	5	50.4851285000332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.4462317000143	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	50.4851285000332	0.014636900043115	NA	51.993460000027	NA	53.5685648999643	53.5207935000071	"[-0.35462962962962963, -0.4064814814814815]"	"[-0.35, -0.3509259259259259]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.9659258999163285, 1.4574669998837635]"	4	-100	1.47232960001566	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_1.png"	1	0	5	5	0	53.5685648999643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.5213556999806	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	53.5685648999643	0.0175166999688372	1.41408509993926	55.0020070000319	2.93923080002423	56.5604093000293	56.5210844000103	"[-0.4101851851851852, -0.2777777777777778]"	"[-0.23333333333333334, -0.24537037037037038]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.762978499988094, 1.3963327000383288]"	3	200	NA	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_4.png"	4	1	0	6	3	56.5604093000293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.5216198000126	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	56.5604093000293	0.01468769996427	3.21415429993067	59.8106395000359	4.71430899994448	61.3774172000121	61.3297151000006	"[0.07962962962962963, 0.11666666666666667]"	"[-0.34629629629629627, -0.2796296296296296]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.3990605999715626, 3.199151400011033]"	4	100	NA	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_3.png"	3	1	1	7	2	61.3774172000121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.3302919999696	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	61.3774172000121	0.0176421999931335	NA	65.4943741000025	NA	67.069483099971	67.030435099965	"[-0.12407407407407407, -0.06296296296296296]"	"[-0.25555555555555554, -0.34074074074074073]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[3.4546804999699816, 4.079652799991891]"	3	-200	4.09754940005951	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
"dice_5.png"	5	1	2	8	4	67.069483099971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.0310137000633	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	67.069483099971	0.0148702999576926	2.49713160004467	69.6030011000112	4.01394149998669	71.1447661999846	71.105509200017	"[-0.13518518518518519, -0.08703703703703704]"	"[-0.25092592592592594, -0.3509259259259259]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.0569800999946892, 2.4820059000048786]"	3	200	NA	NA	NA	NA	NA	NA	NA	NA	26	"03"	"2024-02-16_15h52.57.630"	"GDT_exp"	"2023.2.3"	119.958878174461	"2024-02-16 15h53.19.813522 +0100"	NA
