diceImage	d_number	dice_loop.thisRepN	dice_loop.thisTrialN	dice_loop.thisN	dice_loop.thisIndex	thisRow.t	notes	Start.started	text_start.started	continue_start.started	mouse_start.started	Start.stopped	mouse_start.x	mouse_start.y	mouse_start.leftButton	mouse_start.midButton	mouse_start.rightButton	mouse_start.time	trial.started	box_dice.started	text_dice_header.started	text_gain.started	value_gain.started	text_bank.started	value_bank.started	img_dice_1.started	img_dice_2.started	img_dice_3.started	img_dice_4.started	img_dice_5.started	img_dice_6.started	img_dice_1_2.started	img_dice_3_4.started	img_dice_5_6.started	img_dice_1_2_3.started	img_dice_4_5_6.started	img_dice_1_2_3_4.started	img_dice_2_3_4_5.started	img_dice_3_4_5_6.started	text_value_header.started	text_value_1000.started	text_value_500.started	text_value_200.started	text_value_100.started	mouse_task.started	gain_sound.started	img_dice_throw_trials.started	gain_sound.stopped	img_dice_throw_trials.stopped	trial.stopped	mouse_task.x	mouse_task.y	mouse_task.leftButton	mouse_task.midButton	mouse_task.rightButton	mouse_task.time	choice	gain	loss_sound.started	End.started	text_end.started	key_end.started	End.stopped	key_end.keys	key_end.rt	key_end.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart	
								0.0423731000009866	0.05602809999982128	0.05602809999982128	0.042709900000772905	61.71919689999777	[0.7092592592592593]	[-0.42407407407407405]	[1]	[0]	[0]	[61.675879200000054]																																																	07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_5.png	5	0	0	0	4	61.80192949999764													61.72533499999918	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	61.80192949999764	0.023731199999019736	3.182885099999112	64.96879249999984	4.691363599999022	66.51892609999777	66.47147029999905	"[-0.08518518518518518, -0.08703703703703704]"	"[-0.2574074074074074, -0.24537037037037038]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[2.1611929000027885, 3.127759800001513]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_6.png	6	0	1	1	5	66.51892609999777													66.47226220000084	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	66.51892609999777	0.01755060000141384	1.6385662000029697	68.17735769999854	3.1720588999996835	69.76094549999834	69.71303970000008	"[-0.06388888888888888, -0.06388888888888888]"	"[-0.2361111111111111, -0.2361111111111111]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.9542879000000539, 1.620805399998062]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_1.png	1	0	2	2	0	69.76094549999834													69.71357169999828	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	69.76094549999834	0.017722000000503613	4.106002100001206	73.8945739999981	5.622794499999145	75.4445240999994	75.39676499999769	"[-0.062037037037037036, -0.48148148148148145, -0.48148148148148145]"	"[-0.25, -0.25092592592592594, -0.25092592592592594]"	"[1, 1, 0]"	"[0, 0, 0]"	"[0, 0, 1]"	"[1.0713328000019828, 3.329671400002553, 4.0880294000016875]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_3.png	3	0	3	3	2	75.4445240999994													75.39731019999817	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	75.4445240999994	0.017544599999382626	1.8226991000010457	77.28632129999824	3.339300399999047	78.844995200001	78.79726039999878	"[-0.46944444444444444, -0.4675925925925926]"	"[-0.24814814814814815, -0.24814814814814815]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.2546686999994563, 1.80486910000036]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_2.png	2	0	4	4	1	78.844995200001													78.79779229999986	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	78.844995200001	0.018797899996570777		79.8865111999985		81.45329389999824	81.41438059999928	"[-0.10555555555555556, -0.10555555555555556]"	"[-0.25925925925925924, -0.25925925925925924]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.41968289999931585, 0.9947315999997954]"	3	-200	1.0138437999994494								07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_4.png	4	0	5	5	3	81.45329389999824													81.41490949999934	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	81.45329389999824	0.014977900002122624	0.9885647000010067	82.47834309999962	2.488712200000009	84.05357979999826	84.01405320000049	"[-0.10555555555555556, -0.10555555555555556]"	"[-0.25925925925925924, -0.25925925925925924]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.37330650000149035, 0.9733475000030012]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_2.png	2	1	0	6	1	84.05357979999826													84.01460700000098	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	84.05357979999826	0.014339800000016112		85.70358069999929		87.2620442999978	87.2229187999983	"[-0.08611111111111111, -0.08611111111111111]"	"[-0.24537037037037038, -0.24537037037037038]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.7245115000005171, 1.5912917999994534]"	3	-200	1.6058198000027915								07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_5.png	5	1	1	7	4	87.2620442999978													87.22347330000048	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	87.2620442999978	0.014784899998630863	0.9220958999976574	88.22875740000018	2.4389061000001675	89.77051260000007	89.73130239999955	"[-0.12037037037037036, -0.12037037037037036]"	"[-0.24259259259259258, -0.24166666666666667]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[0.34025719999772264, 0.9071536999981618]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
dice_1.png	1	1	2	8	0	89.77051260000007													89.73187820000021	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	89.77051260000007	0.014504499999020481	2.939075899997988	92.74572590000025	4.455792900000233	94.28770900000018	94.25131259999762	"[-0.41944444444444445, -0.4185185185185185]"	"[-0.23333333333333334, -0.22962962962962963]"	"[1, 0]"	"[0, 0]"	"[0, 1]"	"[1.8990053000015905, 2.924181000002136]"	3	200									07	03	2024-02-05_14h04.10.790	GDT_exp	2023.2.3	119.96664926719629	2024-02-05 14h04.22.288206 +0100	
