"image"	"max_pumps"	"pump_loop.thisRepN"	"pump_loop.thisTrialN"	"pump_loop.thisN"	"pump_loop.thisIndex"	"thisRow.t"	"notes"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"trials.started"	"stim_balloon.started"	"stim_balloon_burst.started"	"stim_balloon_burst.stopped"	"text_ballon_value.started"	"text_bank.started"	"mouse.started"	"sound_bang.started"	"sound_bang.stopped"	"button_balloon.started"	"trials.stopped"	"n_pumps"	"earnings"	"popped"	"mouse.x"	"mouse.y"	"mouse.leftButton"	"mouse.midButton"	"mouse.rightButton"	"mouse.time"	"button_balloon.numClicks"	"button_balloon.timesOn"	"button_balloon.timesOff"	"Feedback.started"	"text_feedback.started"	"text_feedback.stopped"	"Feedback.stopped"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...61"
NA	NA	NA	NA	NA	NA	NA	NA	0.00108539999928325	0.00551669998094439	0.00551669998094439	0.00137829995946958	59.0941940000048	"[0.7611111111111111]"	"[-0.37222222222222223]"	"[1]"	"[0]"	"[0]"	"[59.09185610001441]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	114	0	0	0	26	59.163616899983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.1017215999891	59.163616899983	59.163616899983	59.163616899983	59.163616899983	59.163616899983	0.00925339997047558	0.00925339997047558	0.00925339997047558	59.163616899983	69.403863399988	38	1.9	FALSE	"[-0.028703703703703703, -0.026851851851851852, -0.026851851851851852, -0.026851851851851852, -0.025, -0.022222222222222223, 0.04814814814814815, 0.05092592592592592, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.05648148148148148, 0.053703703703703705, 0.05462962962962963, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.05740740740740741, 0.05648148148148148, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05648148148148148, 0.05648148148148148, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741, 0.05740740740740741]"	"[-0.025, -0.025925925925925925, -0.026851851851851852, -0.026851851851851852, -0.025, -0.024074074074074074, -0.4759259259259259, -0.45092592592592595, -0.41574074074074074, -0.412962962962963, -0.4064814814814815, -0.40555555555555556, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.4046296296296296, -0.40370370370370373, -0.40370370370370373, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.4, -0.3990740740740741, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.3972222222222222, -0.3962962962962963, -0.3962962962962963, -0.3962962962962963, -0.3962962962962963, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.8840211000060663, 2.0507063000113703, 2.2173348999931477, 2.3937372000073083, 2.542109799978789, 2.735370000009425, 3.1589551999932155, 3.3254860999877565, 3.4921889000106603, 3.6842028999817558, 3.8590977999847382, 4.000814100028947, 4.183988099975977, 4.325767099973746, 4.484214299998712, 4.650875799998175, 4.8091978000011295, 4.992414399981499, 5.13413090002723, 5.309032000019215, 5.467666400014423, 5.642600200022571, 5.792619100015145, 5.97578410001006, 6.167520700022578, 6.377034000004642, 6.60940750001464, 6.767600400024094, 6.934320500004105, 7.08452049997868, 7.253197000012733, 7.426125500001945, 7.592714499973226, 7.942540600022767, 8.10168129997328, 8.251781300001312, 8.434995100018568, 8.60942170000635, 8.785451399977319, 8.967704500013497, 9.142592100019101, 9.325936899986118, 9.567669700016268, 9.725978799979202, 9.892659400007688, 10.084559899987653, 10.30094550002832]"	38	"[3.436175799986813, 3.6282232999801636, 3.803092599962838, 3.9448134999838658, 4.127981500001624, 4.269757199974265, 4.428220899950247, 4.594890199950896, 4.753204799955711, 5.078118999954313, 5.253013699955773, 5.411658999975771, 5.586592499981634, 5.736634899978526, 5.919777299975976, 6.111535299976822, 6.321200299949851, 6.553417899995111, 6.711602199997287, 6.878312099957839, 7.028554199961945, 7.197186299948953, 7.37012399995001, 7.536718199960887, 7.886525999987498, 8.045702199975494, 8.19581979996292, 8.37907639995683, 8.553441199997906, 8.729524199967273, 8.911738999944646, 9.086583099968266, 9.26993319997564, 9.511710299993865, 9.669988099951297, 9.836648099997547, 10.028604799997993, 10.244882199971471]"	"[3.5278375999769196, 3.702759799954947, 3.861155199992936, 4.019481599971186, 4.194513699971139, 4.369512199948076, 4.527885299990885, 4.694637299980968, 5.0113257999764755, 5.169565099989995, 5.34466139995493, 5.528038999997079, 5.6947029999573715, 5.853004699980374, 6.0113969999947585, 6.194742199964821, 6.352983099990524, 6.611530099995434, 6.7614718999830075, 6.928196799999569, 7.094901399977971, 7.2530471999780275, 7.428477199980989, 7.58635709999362, 7.928753699990921, 8.112170899985358, 8.269771099963691, 8.453071700001601, 8.611811699985992, 8.795108799997251, 8.961643199960236, 9.153149699966889, 9.319812299974728, 9.536506699980237, 9.719846199965104, 9.886535899946466, 10.061573999992106, 10.244886599946767]"	69.4062930000364	69.4164279000252	70.923180999991	70.9040341000073	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	5	0	1	1	1	70.923180999991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.9043363000383	70.923180999991	70.923180999991	70.923180999991	70.923180999991	70.923180999991	0.00065280002309009	0.00065280002309009	0.00065280002309009	70.923180999991	71.8542640000232	6	0.25	TRUE	"[0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334]"	"[-0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037]"	"[1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0]"	"[0.19031490001361817, 0.356775899999775, 0.523468800005503, 0.7068344000144862, 0.8818299999693409]"	5	"[0.17703049996634945, 0.34349369996925816, 0.5101663999957964, 0.6935369999846444, 0.868524499994237]"	"[0.20998330001020804, 0.39890339999692515, 0.5600662999786437, 0.7449419999611564, 0.926791800011415]"	71.8549586000154	71.8621668000123	73.3630537000136	73.3527364000329	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	75	0	2	2	17	73.3630537000136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.3529491000227	73.3630537000136	73.3630537000136	73.3630537000136	73.3630537000136	73.3630537000136	-0.00045110000064596	-0.00045110000064596	-0.00045110000064596	73.3630537000136	79.5960863000364	32	1.6	FALSE	"[0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.058333333333333334, 0.06018518518518518, 0.06018518518518518, 0.06018518518518518, 0.06018518518518518, 0.06018518518518518, 0.06018518518518518, 0.06296296296296296, 0.06296296296296296, 0.06296296296296296, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.06388888888888888, 0.05925925925925926, 0.049074074074074076]"	"[-0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.39537037037037037, -0.3972222222222222, -0.3972222222222222, -0.3972222222222222, -0.3972222222222222, -0.3972222222222222, -0.3972222222222222, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.3990740740740741, -0.41388888888888886, -0.41388888888888886, -0.41388888888888886, -0.41388888888888886, -0.4203703703703704, -0.39814814814814814]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[0.05843560001812875, 0.234618499991484, 0.4169015000225045, 0.5836039999849163, 0.766933600010816, 0.9420823999680579, 1.1253497999859974, 1.3085327000007965, 1.4918878999887966, 1.6669463000143878, 1.8334948999690823, 2.016807699983474, 2.20043089997489, 2.392684700025711, 2.5758976999786682, 2.759424799995031, 3.109553100017365, 3.3001912999898195, 3.492408299993258, 3.7002303000190295, 3.866922200017143, 4.050302600022405, 4.233604200009722, 4.416933599975891, 4.583778999978676, 4.775553899991792, 4.942188500019256, 5.125555099977646, 5.317125400004443, 5.517069299996365, 5.675334799976554, 5.867120000009891, 6.24206919997232]"	33	"[0.053633400006219745, 0.23005439998814836, 0.41213029995560646, 0.5787984000053257, 0.7621453999890946, 0.9373054999741726, 1.1205526999547146, 1.3037253000074998, 1.4870901000103913, 1.662139699968975, 1.8286899999948218, 2.011993899999652, 2.195631599985063, 2.3878737000050023, 2.5711054999846965, 2.754651199968066, 3.1047893000068143, 3.295377100002952, 3.487674899981357, 3.695417599985376, 3.862112100003287, 4.045506599999499, 4.228795600007288, 4.412124799971934, 4.57896419998724, 4.7708051999798045, 4.937432000006083, 5.120795399998315, 5.312317800009623, 5.512258299975656, 5.670523699955083, 5.86255139997229, 6.237197499955073]"	"[0.11174629995366558, 0.28687249997165054, 0.4618000999907963, 0.6368941999971867, 0.8202715999796055, 0.9952428999822587, 1.1870191000052728, 1.3536178999929689, 1.5369735999847762, 1.7119156999979168, 1.8953531999723054, 2.07859260000987, 2.270567999978084, 2.4452805999899283, 2.628579299955163, 2.8119187999982387, 3.1629167000064626, 3.3540139999822713, 3.545383899996523, 3.729999899980612, 3.9120228000101633, 4.103974299971014, 4.287167300004512, 4.478717499994673, 4.687161999987438, 4.8454429999692366, 5.02878699998837, 5.18706279998878, 5.378795999975409, 5.578829200007021, 5.745490900008008, 5.94553669996094, 6.237201699987054]"	79.5974933999823	79.6038917999831	81.0944442999898	81.0865893000155	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	10	0	3	3	2	81.0944442999898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.0868173000054	81.0944442999898	81.0944442999898	81.0944442999898	81.0944442999898	81.0944442999898	0.00526019994867965	0.00526019994867965	0.00526019994867965	81.0944442999898	83.2638464000192	11	0.5	TRUE	"[0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963, 0.02962962962962963]"	"[-0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0.36694290000014007, 0.5167619999847375, 0.6834865999990143, 0.8670285000116564, 1.0419844999560155, 1.2087520000059158, 1.4004237999906763, 1.5835850999574177, 1.766902500006836, 1.9251868999563158, 2.1085269000031985]"	11	"[0.3647014999878593, 0.5144825999741443, 0.681201700004749, 0.8647548999870196, 1.0397229999653064, 1.2065060999593697, 1.3981682999874465, 1.5812986000091769, 1.7646298999898136, 1.9228994000004604, 2.1062466999865137]"	"[0.4227070999913849, 0.589353299990762, 0.7727257999940775, 0.9311041999608278, 1.1145102999871597, 1.2978021000162698, 1.4645462000044063, 1.6478432000149041, 1.8145239999867044, 1.9978954999824055, 2.164649099984672]"	83.2647888000356	83.2695732000284	84.762105700036	84.753859599994	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	123	0	4	4	28	84.762105700036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.7540747000021	84.762105700036	84.762105700036	84.762105700036	84.762105700036	84.762105700036	0.00487810000777244	NA	NA	84.762105700036	85.4298149000388	4	0.2	FALSE	"[0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776]"	"[-0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443]"	"[1, 1, 1, 0]"	"[0, 0, 0, 0]"	"[0, 0, 0, 1]"	"[0.14161529997363687, 0.32501039997441694, 0.5003522000042722, 0.6746792999911122]"	4	"[0.1390328000416048, 0.3224035000312142, 0.4978005000157282, 0.6720191999920644]"	"[0.25534309999784455, 0.414256900025066, 0.5719781999941915, 0.6720235000248067]"	85.4304754000041	85.4364036000334	86.9305088000256	86.922727200028	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	1	0	5	5	0	86.9305088000256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.9230034000357	86.9305088000256	86.9305088000256	86.9305088000256	86.9305088000256	86.9305088000256	0.00010629999451339	0.00010629999451339	0.00010629999451339	86.9305088000256	87.4390828000032	2	0.05	TRUE	"[0.027777777777777776, 0.027777777777777776]"	"[-0.39444444444444443, -0.39444444444444443]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[0.2224848999758251, 0.3893985999748111]"	2	"[0.2202631999971345, 0.38717910001287237]"	"[0.31188390002353117, 0.5036285000387579]"	87.4401598999975	87.4448497000267	88.9370350000099	88.928786000004	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	92	0	6	6	21	88.9370350000099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.928996200033	88.9370350000099	88.9370350000099	88.9370350000099	88.9370350000099	88.9370350000099	0.00481429998762905	NA	NA	88.9370350000099	89.5969280999852	4	0.2	FALSE	"[0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776]"	"[-0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443]"	"[1, 1, 1, 0]"	"[0, 0, 0, 0]"	"[0, 0, 0, 1]"	"[0.12499879999086261, 0.316818899998907, 0.46686349995434284, 0.6668489999719895]"	4	"[0.12247180001577362, 0.3142894000047818, 0.46433970000362024, 0.6642551000113599]"	"[0.20572899997932836, 0.3642366999993101, 0.5724105999688618, 0.6642591999843717]"	89.5975908000255	89.603420200001	91.0952991000377	91.0873228000128	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	118	0	7	7	27	91.0952991000377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.0875463000266	91.0952991000377	91.0952991000377	91.0952991000377	91.0952991000377	91.0952991000377	0.00590280001051724	0.00590280001051724	0.00590280001051724	91.0952991000377	91.7139932999853	3	0.15	FALSE	"[0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776]"	"[-0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443]"	"[1, 1, 1, 0]"	"[0, 0, 0, 0]"	"[0, 0, 0, 1]"	"[0.06664539995836094, 0.25019069999689236, 0.41690699994796887, 0.6253069999511354]"	4	"[0.06437829998321831, 0.24793180002598092, 0.4146485000383109, 0.6229891999973916]"	"[0.1560522000072524, 0.33105460001388565, 0.5159539000014775, 0.6229935000301339]"	91.7146862000227	91.7201125000138	93.2123846000177	93.2041296000243	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
"balloon.png"	101	0	8	8	23	93.2123846000177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.2043424000149	93.2123846000177	93.2123846000177	93.2123846000177	93.2123846000177	93.2123846000177	0.00563580001471564	0.00563580001471564	0.00563580001471564	93.2123846000177	94.0314499000087	5	0.25	FALSE	"[0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776]"	"[-0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443]"	"[1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 1]"	"[0.09208799997577444, 0.2755771999945864, 0.46695079997880384, 0.6424228000105359, 0.8259140999871306]"	5	"[0.08964000002015382, 0.2731158999959007, 0.4644933000090532, 0.6399836000055075, 0.8234180000144988]"	"[0.20611769997049123, 0.36409619997721165, 0.5562141999835148, 0.7140979000250809, 0.8234230999951251]"	94.0321881999844	94.0369475000189	95.5290531000355	95.5208476000116	NA	NA	NA	NA	NA	NA	NA	33	"02"	"2024-02-27_09h18.13.575"	"BART_exp"	"2023.2.3"	122.101463812605	"2024-02-27 09h18.25.275570 +0100"	NA
